2lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%ULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S7_%PAPULT_Ty	S8_%ULT_Ty	S8_%PULT_Ty	S8_%APULT_Ty	S9_%PULT_Ty	S10_%PULT_Ty	S10_%APULT_Ty	S11_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S7_nPAPULT_Ty	S8_nULT_Ty	S8_nPULT_Ty	S8_nAPULT_Ty	S9_nPULT_Ty	S10_nPULT_Ty	S10_nAPULT_Ty	S11_nPULT_Ty
nu	5.128205128	94.87179487	6.666666667	63.33333333	30	NA	71.42857143	28.57142857	NA	NA	85.71428571	14.28571429	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	37	4	38	18	NA	35	14	NA	NA	12	2	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ny	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
o'	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oa	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ob	100	NA	17.24137931	55.17241379	27.5862069	6.451612903	88.70967742	3.225806452	1.612903226	4.761904762	71.42857143	23.80952381	NA	16.66666667	83.33333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	5	16	8	4	55	2	1	1	15	5	NA	1	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
oc	NA	100	6.451612903	83.87096774	9.677419355	4.47761194	82.08955224	10.44776119	2.985074627	NA	55.17241379	44.82758621	NA	NA	80	20	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	6	2	26	3	3	55	7	2	NA	16	13	NA	NA	4	1	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA
od	11.11111111	88.88888889	3.03030303	87.87878788	9.090909091	4.761904762	85.71428571	9.523809524	NA	NA	100	NA	NA	NA	16.66666667	83.33333333	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	1	8	1	29	3	1	18	2	NA	NA	2	NA	NA	NA	1	5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
of	20	80	7.692307692	84.61538462	7.692307692	NA	51.02040816	48.97959184	NA	20	20	60	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	3	33	3	NA	25	24	NA	1	1	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
og	25	75	10	90	NA	NA	100	NA	NA	20	60	20	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	1	9	NA	NA	6	NA	NA	1	3	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oh	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ok	NA	NA	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ol	12.5	87.5	9.677419355	87.09677419	3.225806452	NA	88.67924528	11.32075472	NA	NA	54.54545455	45.45454545	NA	NA	66.66666667	33.33333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14	3	27	1	NA	47	6	NA	NA	12	10	NA	NA	4	2	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
om	NA	100	6.451612903	80.64516129	12.90322581	NA	63.88888889	36.11111111	NA	5.882352941	52.94117647	41.17647059	NA	10	60	30	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	2	25	4	NA	23	13	NA	1	9	7	NA	1	6	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
on	NA	100	12.90322581	77.41935484	9.677419355	2.083333333	70.83333333	27.08333333	NA	NA	41.66666667	58.33333333	NA	14.28571429	85.71428571	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4	24	3	1	34	13	NA	NA	10	14	NA	1	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
op	28.57142857	71.42857143	4.444444444	77.77777778	17.77777778	4.054054054	78.37837838	14.86486486	2.702702703	5	67.5	27.5	NA	50	50	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	2	35	8	3	58	11	2	2	27	11	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
or	9.375	90.625	2.941176471	80.14705882	16.91176471	2.797202797	77.62237762	18.18181818	1.398601399	2.564102564	79.48717949	16.66666667	1.282051282	3.333333333	66.66666667	30	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	3	29	4	109	23	4	111	26	2	2	62	13	1	1	20	9	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA
os	27.77777778	72.22222222	5.194805195	71.42857143	23.37662338	5.34351145	81.67938931	12.21374046	0.763358779	2.272727273	65.90909091	28.40909091	3.409090909	NA	87.5	12.5	NA	NA	100	NA	NA	NA	50	50	NA	NA	NA	NA	5	13	4	55	18	7	107	16	1	2	58	25	3	NA	7	1	NA	NA	2	NA	NA	NA	1	1	NA	NA	NA	NA
ot	25	75	4.87804878	73.17073171	21.95121951	3.846153846	82.69230769	13.46153846	NA	NA	74.41860465	25.58139535	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	100	NA	100	NA	1	3	2	30	9	2	43	7	NA	NA	32	11	NA	NA	7	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	1	NA
ov	10	90	5	85	10	NA	91.66666667	8.333333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9	1	17	2	NA	11	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ox	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oz	NA	100	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	7	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pa	23.31288344	76.68711656	5.059021922	83.30522766	11.63575042	1.972685888	80.8801214	16.84370258	0.303490137	1.271186441	70.76271186	27.11864407	0.847457627	1.449275362	56.52173913	42.02898551	NA	NA	60	40	NA	NA	75	25	100	NA	NA	NA	38	125	30	494	69	13	533	111	2	3	167	64	2	1	39	29	NA	NA	9	6	NA	NA	6	2	1	NA	NA	NA
pe	14.9122807	85.0877193	5.043859649	77.63157895	17.3245614	2.857142857	77.14285714	19.42857143	0.571428571	2.941176471	65.12605042	31.09243697	0.840336134	12.5	68.75	15.625	3.125	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	97	23	354	79	15	405	102	3	7	155	74	2	4	22	5	1	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA
ph	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pi	16.66666667	83.33333333	2.610966057	86.1618799	11.22715405	NA	74.90196078	25.09803922	NA	NA	68.42105263	31.57894737	NA	NA	50	50	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	135	10	330	43	NA	191	64	NA	NA	39	18	NA	NA	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
pl	3.333333333	96.66666667	4.47761194	67.1641791	28.35820896	5.128205128	61.53846154	33.33333333	NA	10	65	25	NA	NA	100	NA	NA	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	1	29	3	45	19	2	24	13	NA	2	13	5	NA	NA	17	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA
pn	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
po	10.90909091	89.09090909	3.529411765	81.76470588	14.70588235	2.356020942	71.46596859	26.17801047	NA	5.555555556	69.75308642	24.69135802	NA	NA	75.67567568	24.32432432	NA	NA	75	25	NA	NA	NA	NA	NA	100	NA	NA	12	98	12	278	50	9	273	100	NA	9	113	40	NA	NA	28	9	NA	NA	9	3	NA	NA	NA	NA	NA	1	NA	NA
pr	9.009009009	90.99099099	6.726457399	80.71748879	12.55605381	4.045734389	74.58223395	20.22867194	1.143359719	2.522522523	69.90990991	26.66666667	0.900900901	3.846153846	69.23076923	26.15384615	0.769230769	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	10	101	45	540	84	46	848	230	13	14	388	148	5	5	90	34	1	NA	8	4	NA	NA	NA	NA	NA	NA	NA	NA
ps	NA	100	NA	42.85714286	57.14285714	NA	38.88888889	61.11111111	NA	NA	51.11111111	48.88888889	NA	5	45	50	NA	NA	37.5	62.5	NA	NA	100	NA	NA	NA	NA	NA	NA	2	NA	3	4	NA	7	11	NA	NA	23	22	NA	1	9	10	NA	NA	3	5	NA	NA	1	NA	NA	NA	NA	NA
pu	12.76595745	87.23404255	3.333333333	78.66666667	18	3.125	75	20.3125	1.5625	4.545454545	79.54545455	13.63636364	2.272727273	NA	87.5	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	41	5	118	27	4	96	26	2	2	35	6	1	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
qu	12.12121212	87.87878788	2.247191011	88.76404494	8.988764045	2.816901408	76.05633803	21.12676056	NA	1.612903226	82.25806452	14.51612903	1.612903226	NA	56.52173913	43.47826087	NA	NA	33.33333333	66.66666667	NA	NA	100	NA	NA	100	NA	100	8	58	2	79	8	2	54	15	NA	1	51	9	1	NA	13	10	NA	NA	3	6	NA	NA	1	NA	NA	1	NA	1
ra	15	85	9.85915493	83.09859155	7.042253521	4.026845638	80.53691275	15.21252796	0.223713647	2.586206897	72.84482759	24.56896552	NA	1.639344262	63.93442623	34.42622951	NA	7.692307692	76.92307692	15.38461538	NA	NA	NA	NA	NA	NA	NA	NA	12	68	28	236	20	18	360	68	1	6	169	57	NA	1	39	21	NA	1	10	2	NA	NA	NA	NA	NA	NA	NA	NA
re	17.5	82.5	8.414239482	71.5210356	20.06472492	3.550295858	74.1617357	20.51282051	1.775147929	4.984423676	72.89719626	20.87227414	1.246105919	4.411764706	69.11764706	25	1.470588235	5.555555556	83.33333333	11.11111111	NA	NA	100	NA	NA	NA	NA	NA	14	66	26	221	62	18	376	104	9	16	234	67	4	3	47	17	1	1	15	2	NA	NA	3	NA	NA	NA	NA	NA
ri	21.50537634	78.49462366	10.04842615	86.19854722	3.753026634	5.284147557	76.86939182	17.79661017	0.049850449	3.024747938	61.68652612	33.82218148	1.466544455	1.694915254	66.44067797	30.50847458	1.355932203	NA	67.44186047	32.55813953	NA	NA	100	NA	NA	NA	NA	NA	20	73	83	712	31	106	1542	357	1	33	673	369	16	5	196	90	4	NA	29	14	NA	NA	5	NA	NA	NA	NA	NA
ro	12.04819277	87.95180723	5.803571429	79.01785714	15.17857143	0.625	86.25	12.5	0.625	2.564102564	53.84615385	43.58974359	NA	NA	80	20	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	73	13	177	34	1	138	20	1	1	21	17	NA	NA	4	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ru	9.523809524	90.47619048	1.923076923	73.07692308	25	5.555555556	83.33333333	9.259259259	1.851851852	7.692307692	69.23076923	23.07692308	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	38	2	76	26	3	45	5	1	1	9	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s'	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sa	16.32653061	83.67346939	5.966587112	83.77088305	10.26252983	1.662049861	78.67036011	19.11357341	0.55401662	NA	76.84210526	21.05263158	2.105263158	NA	66.66666667	33.33333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	123	25	351	43	6	284	69	2	NA	73	20	2	NA	10	5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
sb	18.33333333	81.66666667	6.395348837	84.88372093	8.720930233	NA	78.81355932	21.18644068	NA	NA	58.33333333	41.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	49	11	146	15	NA	93	25	NA	NA	14	10	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sc	11.11111111	88.88888889	4.430379747	79.32489451	16.24472574	1.251738526	71.07093185	26.70375522	0.973574409	1.183431953	71.59763314	26.62721893	0.591715976	NA	78.94736842	21.05263158	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	320	42	752	154	9	511	192	7	2	121	45	1	NA	15	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
sd	14.28571429	85.71428571	NA	100	NA	NA	72.72727273	27.27272727	NA	NA	83.33333333	16.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	22	NA	NA	8	3	NA	NA	5	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
se	16.53543307	83.46456693	7.142857143	82.85714286	10	2.684563758	76.95749441	20.13422819	0.223713647	3.553299492	68.52791878	27.41116751	0.507614213	8.333333333	73.33333333	18.33333333	NA	NA	57.89473684	42.10526316	NA	100	NA	NA	NA	NA	NA	NA	21	106	30	348	42	12	344	90	1	7	135	54	1	5	44	11	NA	NA	11	8	NA	1	NA	NA	NA	NA	NA	NA
sf	16.66666667	83.33333333	2.264150943	87.16981132	10.56603774	1.785714286	68.75	29.46428571	NA	NA	53.33333333	46.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	65	6	231	28	2	77	33	NA	NA	8	7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sg	9.090909091	90.90909091	3.448275862	86.20689655	10.34482759	2.898550725	69.56521739	26.08695652	1.449275362	NA	55.55555556	44.44444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	40	4	100	12	2	48	18	1	NA	10	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sh	NA	100	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
si	16.12903226	83.87096774	5.454545455	68.48484848	26.06060606	1.913875598	75.11961722	22.00956938	0.956937799	7.766990291	66.01941748	25.24271845	0.970873786	NA	77.77777778	22.22222222	NA	25	75	NA	NA	NA	100	NA	NA	NA	NA	NA	10	52	9	113	43	4	157	46	2	8	68	26	1	NA	21	6	NA	2	6	NA	NA	NA	1	NA	NA	NA	NA	NA
sl	7.692307692	92.30769231	4.545454545	88.63636364	6.818181818	NA	90	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12	2	39	3	NA	9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sm	2.857142857	97.14285714	3.149606299	85.03937008	11.81102362	1.408450704	77.46478873	19.71830986	1.408450704	NA	100	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	34	4	108	15	1	55	14	1	NA	6	NA	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
sn	11.11111111	88.88888889	3.125	84.375	12.5	3.846153846	69.23076923	26.92307692	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8	1	27	4	1	18	7	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
so	9.278350515	90.72164948	7.109004739	82.46445498	10.42654028	4.444444444	75.87301587	19.52380952	0.158730159	3.343465046	65.95744681	30.69908815	NA	1.550387597	64.34108527	31.78294574	2.325581395	NA	70	30	NA	NA	100	NA	NA	NA	NA	NA	9	88	30	348	44	28	478	123	1	11	217	101	NA	2	83	41	3	NA	21	9	NA	NA	2	NA	NA	NA	NA	NA
sp	12.56038647	87.43961353	3.805175038	78.84322679	17.35159817	1.923076923	67.54807692	30.04807692	0.480769231	2.898550725	74.63768116	21.01449275	1.449275362	2.325581395	76.74418605	20.93023256	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	26	181	25	518	114	8	281	125	2	4	103	29	2	1	33	9	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA
sq	23.52941176	76.47058824	NA	86.2745098	13.7254902	NA	52	48	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13	NA	44	7	NA	13	12	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sr	NA	NA	66.66666667	NA	33.33333333	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	17	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
st	7.986111111	92.01388889	3.011093502	80.98256735	16.00633914	1.442307692	76.20192308	20.91346154	1.442307692	NA	70.24793388	29.75206612	NA	3.571428571	78.57142857	17.85714286	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	265	19	511	101	6	317	87	6	NA	85	36	NA	1	22	5	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
su	14.58333333	85.41666667	8.490566038	77.83018868	13.67924528	2.473498233	84.09893993	12.72084806	0.706713781	2.577319588	67.01030928	30.41237113	NA	2.631578947	82.89473684	14.47368421	NA	5.263157895	84.21052632	10.52631579	NA	NA	100	NA	NA	NA	NA	NA	7	41	18	165	29	7	238	36	2	5	130	59	NA	2	63	11	NA	1	16	2	NA	NA	5	NA	NA	NA	NA	NA
sv	15.2173913	84.7826087	5.660377358	72.32704403	22.01257862	0.970873786	70.87378641	28.15533981	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	39	9	115	35	1	73	29	NA	NA	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ta	17.34693878	82.65306122	3.557312253	81.4229249	15.01976285	NA	83.24324324	16.75675676	NA	2.702702703	72.97297297	24.32432432	NA	NA	50	50	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	81	9	206	38	NA	154	31	NA	1	27	9	NA	NA	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
te	10.89108911	89.10891089	4.013377926	76.58862876	19.39799331	3.092783505	67.35395189	29.20962199	0.343642612	3.286384977	62.91079812	32.3943662	1.408450704	NA	68.75	31.25	NA	NA	89.47368421	10.52631579	NA	NA	100	NA	NA	NA	NA	NA	11	90	12	229	58	9	196	85	1	7	134	69	3	NA	33	15	NA	NA	17	2	NA	NA	2	NA	NA	NA	NA	NA
th	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ti	22.4137931	77.5862069	5.555555556	67.46031746	26.98412698	1.030927835	75.25773196	23.71134021	NA	4.166666667	62.5	33.33333333	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	45	7	85	34	1	73	23	NA	1	15	8	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
to	8.333333333	91.66666667	4.291845494	71.24463519	24.46351931	3.164556962	72.78481013	23.41772152	0.632911392	2.127659574	57.44680851	38.29787234	2.127659574	NA	72.72727273	27.27272727	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	9	99	10	166	57	5	115	37	1	1	27	18	1	NA	8	3	NA	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA
tr	14.81481481	85.18518519	6.23655914	81.50537634	12.25806452	2.731411229	78.14871017	18.6646434	0.455235205	0.471698113	54.71698113	44.81132075	NA	NA	51.85185185	48.14814815	NA	16.66666667	33.33333333	50	NA	NA	100	NA	NA	NA	NA	NA	20	115	29	379	57	18	515	123	3	1	116	95	NA	NA	14	13	NA	1	2	3	NA	NA	3	NA	NA	NA	NA	NA
tu	8.474576271	91.52542373	5.940594059	81.18811881	12.87128713	NA	79.51807229	20.48192771	NA	NA	61.53846154	30.76923077	7.692307692	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	54	6	82	13	NA	66	17	NA	NA	8	4	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ub	50	50	20	80	NA	NA	100	NA	NA	NA	54.54545455	45.45454545	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	4	NA	NA	30	NA	NA	NA	6	5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
uc	100	NA	NA	91.66666667	8.333333333	6.666666667	53.33333333	40	NA	NA	37.5	62.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	11	1	2	16	12	NA	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ud	40	60	NA	89.47368421	10.52631579	NA	66.66666667	33.33333333	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	17	2	NA	10	5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ue	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
uf	NA	100	NA	100	NA	NA	100	NA	NA	33.33333333	66.66666667	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	4	NA	NA	6	NA	NA	1	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ug	NA	100	NA	90	10	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	9	1	NA	9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ul	40	60	NA	47.05882353	52.94117647	NA	100	NA	NA	NA	95.45454545	4.545454545	NA	NA	81.25	18.75	NA	NA	90.90909091	9.090909091	NA	NA	100	NA	NA	NA	NA	NA	2	3	NA	8	9	NA	19	NA	NA	NA	21	1	NA	NA	13	3	NA	NA	10	1	NA	NA	1	NA	NA	NA	NA	NA
um	12.5	87.5	5.882352941	58.82352941	35.29411765	6.25	84.375	9.375	NA	NA	52.17391304	47.82608696	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7	1	10	6	2	27	3	NA	NA	12	11	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
un	10.52631579	89.47368421	7.692307692	69.23076923	23.07692308	4.347826087	56.52173913	39.13043478	NA	12.5	68.75	18.75	NA	4.761904762	85.71428571	9.523809524	NA	16.66666667	66.66666667	16.66666667	NA	100	NA	NA	NA	NA	NA	NA	2	17	3	27	9	2	26	18	NA	4	22	6	NA	1	18	2	NA	1	4	1	NA	1	NA	NA	NA	NA	NA	NA
