4lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
mila	NA	100	NA	NA	NA	19	NA	NA
milb	NA	100	NA	NA	NA	1	NA	NA
mile	NA	100	NA	NA	NA	4	NA	NA
milh	100	NA	NA	NA	1	NA	NA	NA
mili	4.444444444	77.77777778	15.55555556	2.222222222	2	35	7	1
mill	4.761904762	76.19047619	19.04761905	NA	2	32	8	NA
milo	NA	100	NA	NA	NA	1	NA	NA
milv	NA	100	NA	NA	NA	1	NA	NA
milz	NA	100	NA	NA	NA	1	NA	NA
mima	NA	66.66666667	33.33333333	NA	NA	4	2	NA
mime	NA	70	30	NA	NA	7	3	NA
mimi	16.66666667	33.33333333	50	NA	1	2	3	NA
mimm	NA	100	NA	NA	NA	2	NA	NA
mimo	NA	100	NA	NA	NA	3	NA	NA
mimu	100	NA	NA	NA	2	NA	NA	NA
mina	10.63829787	78.72340426	10.63829787	NA	5	37	5	NA
minc	NA	100	NA	NA	NA	4	NA	NA
mind	NA	NA	100	NA	NA	NA	1	NA
mine	5.263157895	94.73684211	NA	NA	1	18	NA	NA
ming	NA	100	NA	NA	NA	9	NA	NA
mini	5.952380952	78.57142857	15.47619048	NA	5	66	13	NA
mink	NA	100	NA	NA	NA	1	NA	NA
minn	NA	60	40	NA	NA	3	2	NA
mino	4.347826087	91.30434783	4.347826087	NA	1	21	1	NA
minu	NA	77.27272727	22.72727273	NA	NA	17	5	NA
minz	NA	100	NA	NA	NA	2	NA	NA
mioc	NA	100	NA	NA	NA	3	NA	NA
miop	NA	33.33333333	66.66666667	NA	NA	1	2	NA
miot	NA	100	NA	NA	NA	2	NA	NA
mira	3.703703704	70.37037037	25.92592593	NA	2	38	14	NA
mirc	NA	100	NA	NA	NA	1	NA	NA
mire	NA	100	NA	NA	NA	2	NA	NA
miri	NA	62.5	37.5	NA	NA	5	3	NA
mirj	NA	100	NA	NA	NA	1	NA	NA
mirk	NA	100	NA	NA	NA	2	NA	NA
mirm	NA	NA	100	NA	NA	NA	1	NA
miro	20	80	NA	NA	1	4	NA	NA
mirr	NA	100	NA	NA	NA	2	NA	NA
mirt	NA	100	NA	NA	NA	5	NA	NA
misa	NA	66.66666667	33.33333333	NA	NA	2	1	NA
misc	NA	82.60869565	17.39130435	NA	NA	19	4	NA
mise	NA	50	50	NA	NA	8	8	NA
misf	NA	100	NA	NA	NA	2	NA	NA
misi	NA	80	20	NA	NA	4	1	NA
miso	NA	20	80	NA	NA	1	4	NA
miss	NA	81.81818182	18.18181818	NA	NA	18	4	NA
mist	3.703703704	74.07407407	22.22222222	NA	1	20	6	NA
misu	10	73.33333333	16.66666667	NA	3	22	5	NA
mita	NA	100	NA	NA	NA	1	NA	NA
mite	NA	100	NA	NA	NA	4	NA	NA
miti	NA	66.66666667	27.77777778	5.555555556	NA	12	5	1
mito	NA	53.84615385	46.15384615	NA	NA	7	6	NA
mitr	NA	92.30769231	7.692307692	NA	NA	12	1	NA
mits	NA	100	NA	NA	NA	1	NA	NA
mitt	NA	100	NA	NA	NA	8	NA	NA
miuc	NA	100	NA	NA	NA	1	NA	NA
miur	NA	100	NA	NA	NA	1	NA	NA
mixa	NA	100	NA	NA	NA	4	NA	NA
mixe	NA	100	NA	NA	NA	1	NA	NA
mixo	NA	100	NA	NA	NA	1	NA	NA
mnem	NA	NA	100	NA	NA	NA	2	NA
moan	NA	100	NA	NA	NA	2	NA	NA
mobi	10	70	13.33333333	6.666666667	3	21	4	2
moca	NA	100	NA	NA	NA	2	NA	NA
mocc	NA	80	20	NA	NA	4	1	NA
moda	14.28571429	85.71428571	NA	NA	1	6	NA	NA
mode	1.694915254	86.44067797	11.86440678	NA	1	51	7	NA
modi	6.25	53.125	37.5	3.125	2	17	12	1
modo	NA	100	NA	NA	NA	2	NA	NA
modr	NA	100	NA	NA	NA	1	NA	NA
modu	NA	71.42857143	28.57142857	NA	NA	10	4	NA
moff	NA	100	NA	NA	NA	2	NA	NA
moga	NA	66.66666667	33.33333333	NA	NA	2	1	NA
mogg	NA	100	NA	NA	NA	2	NA	NA
mogi	NA	100	NA	NA	NA	2	NA	NA
mogl	NA	100	NA	NA	NA	3	NA	NA
moin	NA	100	NA	NA	NA	1	NA	NA
moir	NA	NA	100	NA	NA	NA	1	NA
moka	NA	100	NA	NA	NA	1	NA	NA
moko	100	NA	NA	NA	1	NA	NA	NA
mola	NA	100	NA	NA	NA	6	NA	NA
mold	NA	100	NA	NA	NA	2	NA	NA
mole	4.545454545	81.81818182	13.63636364	NA	1	18	3	NA
molf	NA	100	NA	NA	NA	1	NA	NA
molg	NA	100	NA	NA	NA	1	NA	NA
moli	NA	100	NA	NA	NA	7	NA	NA
moll	10	76.66666667	13.33333333	NA	3	23	4	NA
molo	NA	100	NA	NA	NA	5	NA	NA
molt	8.823529412	58.82352941	29.41176471	2.941176471	3	20	10	1
momb	NA	100	NA	NA	NA	2	NA	NA
mome	NA	55.55555556	44.44444444	NA	NA	5	4	NA
momi	NA	100	NA	NA	NA	2	NA	NA
momo	NA	100	NA	NA	NA	1	NA	NA
momp	NA	100	NA	NA	NA	1	NA	NA
mona	NA	52.17391304	47.82608696	NA	NA	12	11	NA
monc	NA	100	NA	NA	NA	9	NA	NA
mond	3.703703704	85.18518519	11.11111111	NA	1	23	3	NA
mone	NA	96	4	NA	NA	24	1	NA
monf	NA	83.33333333	16.66666667	NA	NA	5	1	NA
mong	11.11111111	72.22222222	16.66666667	NA	2	13	3	NA
moni	7.692307692	53.84615385	38.46153846	NA	1	7	5	NA
monn	NA	100	NA	NA	NA	5	NA	NA
mono	1.315789474	53.94736842	44.73684211	NA	1	41	34	NA
monr	NA	100	NA	NA	NA	3	NA	NA
mons	12.5	75	12.5	NA	1	6	1	NA
mont	1.333333333	89.33333333	9.333333333	NA	2	134	14	NA
monu	14.28571429	85.71428571	NA	NA	1	6	NA	NA
monv	NA	100	NA	NA	NA	1	NA	NA
monz	25	75	NA	NA	1	3	NA	NA
mora	3.571428571	85.71428571	10.71428571	NA	1	24	3	NA
morb	5	70	25	NA	1	14	5	NA
morc	NA	100	NA	NA	NA	2	NA	NA
mord	9.090909091	68.18181818	22.72727273	NA	2	15	5	NA
more	NA	94.73684211	5.263157895	NA	NA	18	1	NA
morf	NA	60	40	NA	NA	3	2	NA
morg	25	75	NA	NA	1	3	NA	NA
mori	12.96296296	74.07407407	12.96296296	NA	7	40	7	NA
morl	NA	100	NA	NA	NA	2	NA	NA
morm	5.882352941	58.82352941	29.41176471	5.882352941	1	10	5	1
moro	6.25	93.75	NA	NA	1	15	NA	NA
morr	NA	83.33333333	16.66666667	NA	NA	5	1	NA
mors	9.090909091	90.90909091	NA	NA	1	10	NA	NA
mort	2.564102564	87.17948718	7.692307692	2.564102564	1	34	3	1
moru	NA	100	NA	NA	NA	1	NA	NA
morv	50	50	NA	NA	1	1	NA	NA
mosa	NA	50	50	NA	NA	2	2	NA
mosc	3.03030303	96.96969697	NA	NA	1	32	NA	NA
mose	100	NA	NA	NA	2	NA	NA	NA
mosi	NA	100	NA	NA	NA	2	NA	NA
moso	NA	NA	100	NA	NA	NA	1	NA
moss	NA	100	NA	NA	NA	5	NA	NA
most	9.090909091	65.45454545	25.45454545	NA	5	36	14	NA
mota	NA	100	NA	NA	NA	1	NA	NA
mote	100	NA	NA	NA	1	NA	NA	NA
moti	9.090909091	77.27272727	13.63636364	NA	2	17	3	NA
moto	3.773584906	83.01886792	13.20754717	NA	2	44	7	NA
motr	33.33333333	66.66666667	NA	NA	1	2	NA	NA
mott	NA	85.71428571	14.28571429	NA	NA	6	1	NA
move	NA	100	NA	NA	NA	4	NA	NA
movi	6.666666667	93.33333333	NA	NA	1	14	NA	NA
moza	14.28571429	85.71428571	NA	NA	1	6	NA	NA
mozi	NA	100	NA	NA	NA	2	NA	NA
mozz	NA	92.85714286	7.142857143	NA	NA	13	1	NA
mucc	NA	85.71428571	14.28571429	NA	NA	6	1	NA
muce	NA	NA	100	NA	NA	NA	1	NA
muci	NA	NA	100	NA	NA	NA	1	NA
muco	NA	75	25	NA	NA	3	1	NA
muel	NA	100	NA	NA	NA	1	NA	NA
muff	NA	100	NA	NA	NA	2	NA	NA
mufl	NA	100	NA	NA	NA	1	NA	NA
muge	NA	100	NA	NA	NA	1	NA	NA
mugg	10	60	30	NA	1	6	3	NA
mugh	NA	100	NA	NA	NA	3	NA	NA
mugn	NA	100	NA	NA	NA	1	NA	NA
mugo	NA	100	NA	NA	NA	4	NA	NA
mugu	33.33333333	50	16.66666667	NA	2	3	1	NA
mula	NA	100	NA	NA	NA	6	NA	NA
muld	NA	100	NA	NA	NA	1	NA	NA
mule	NA	100	NA	NA	NA	1	NA	NA
muli	NA	77.77777778	22.22222222	NA	NA	7	2	NA
mull	NA	100	NA	NA	NA	1	NA	NA
mulo	NA	100	NA	NA	NA	2	NA	NA
mult	7.843137255	74.50980392	17.64705882	NA	4	38	9	NA
mumm	NA	100	NA	NA	NA	2	NA	NA
muna	NA	100	NA	NA	NA	1	NA	NA
mund	33.33333333	66.66666667	NA	NA	1	2	NA	NA
mune	NA	100	NA	NA	NA	1	NA	NA
mung	NA	80	20	NA	NA	4	1	NA
muni	4.166666667	83.33333333	12.5	NA	1	20	3	NA
muov	5.128205128	51.28205128	43.58974359	NA	2	20	17	NA
mura	4.347826087	95.65217391	NA	NA	1	22	NA	NA
mure	NA	100	NA	NA	NA	2	NA	NA
murg	25	50	25	NA	1	2	1	NA
muri	NA	60	40	NA	NA	3	2	NA
muro	NA	75	25	NA	NA	3	1	NA
murp	NA	100	NA	NA	NA	1	NA	NA
murr	NA	100	NA	NA	NA	2	NA	NA
murs	NA	100	NA	NA	NA	1	NA	NA
musa	NA	100	NA	NA	NA	4	NA	NA
musc	NA	85.71428571	14.28571429	NA	NA	12	2	NA
muse	NA	90.90909091	9.090909091	NA	NA	10	1	NA
musi	9.677419355	67.74193548	22.58064516	NA	3	21	7	NA
muso	NA	100	NA	NA	NA	5	NA	NA
muss	NA	90.90909091	9.090909091	NA	NA	10	1	NA
must	60	40	NA	NA	3	2	NA	NA
musu	NA	80	20	NA	NA	4	1	NA
muta	14.81481481	81.48148148	3.703703704	NA	4	22	1	NA
mute	NA	NA	100	NA	NA	NA	2	NA
muth	NA	100	NA	NA	NA	1	NA	NA
muti	7.142857143	78.57142857	14.28571429	NA	1	11	2	NA
muto	NA	80	20	NA	NA	4	1	NA
mutu	14.28571429	57.14285714	28.57142857	NA	1	4	2	NA
muzi	NA	100	NA	NA	NA	1	NA	NA
muzz	NA	100	NA	NA	NA	1	NA	NA
naba	NA	100	NA	NA	NA	1	NA	NA
nabi	33.33333333	33.33333333	33.33333333	NA	1	1	1	NA
nabu	NA	100	NA	NA	NA	1	NA	NA
naca	NA	100	NA	NA	NA	1	NA	NA
nacc	NA	NA	100	NA	NA	NA	1	NA
nace	100	NA	NA	NA	1	NA	NA	NA
nada	NA	100	NA	NA	NA	1	NA	NA
nadi	50	50	NA	NA	1	1	NA	NA
nadj	NA	100	NA	NA	NA	1	NA	NA
naft	NA	100	NA	NA	NA	2	NA	NA
nail	NA	NA	100	NA	NA	NA	1	NA
nair	NA	100	NA	NA	NA	1	NA	NA
nald	NA	100	NA	NA	NA	1	NA	NA
nale	NA	100	NA	NA	NA	2	NA	NA
nami	NA	100	NA	NA	NA	3	NA	NA
nana	NA	100	NA	NA	NA	2	NA	NA
nanc	NA	100	NA	NA	NA	1	NA	NA
nand	NA	100	NA	NA	NA	2	NA	NA
nane	NA	33.33333333	66.66666667	NA	NA	1	2	NA
nani	NA	100	NA	NA	NA	1	NA	NA
nann	NA	100	NA	NA	NA	6	NA	NA
nano	NA	83.33333333	16.66666667	NA	NA	5	1	NA
nanu	NA	100	NA	NA	NA	1	NA	NA
naom	NA	100	NA	NA	NA	1	NA	NA
napa	NA	100	NA	NA	NA	1	NA	NA
napo	NA	63.63636364	36.36363636	NA	NA	7	4	NA
napp	NA	100	NA	NA	NA	5	NA	NA
nara	100	NA	NA	NA	1	NA	NA	NA
narc	NA	75	25	NA	NA	12	4	NA
nard	NA	100	NA	NA	NA	5	NA	NA
nare	NA	100	NA	NA	NA	1	NA	NA
narg	NA	100	NA	NA	NA	1	NA	NA
nari	NA	100	NA	NA	NA	3	NA	NA
naro	NA	100	NA	NA	NA	1	NA	NA
narr	8.695652174	78.26086957	13.04347826	NA	2	18	3	NA
nasa	NA	100	NA	NA	NA	2	NA	NA
nasc	4.109589041	52.05479452	42.46575342	1.369863014	3	38	31	1
nase	NA	100	NA	NA	NA	1	NA	NA
nasi	NA	100	NA	NA	NA	2	NA	NA
naso	NA	100	NA	NA	NA	3	NA	NA
nass	NA	100	NA	NA	NA	1	NA	NA
nast	NA	100	NA	NA	NA	3	NA	NA
nasu	NA	100	NA	NA	NA	1	NA	NA
nata	5.263157895	94.73684211	NA	NA	1	18	NA	NA
nati	8.333333333	75	16.66666667	NA	1	9	2	NA
nato	NA	80	20	NA	NA	4	1	NA
natt	NA	100	NA	NA	NA	1	NA	NA
natu	12.5	62.5	25	NA	3	15	6	NA
nauf	16.66666667	58.33333333	25	NA	2	7	3	NA
naus	NA	66.66666667	33.33333333	NA	NA	6	3	NA
naut	NA	NA	100	NA	NA	NA	5	NA
nava	NA	100	NA	NA	NA	8	NA	NA
nave	NA	100	NA	NA	NA	4	NA	NA
navi	12.5	66.66666667	16.66666667	4.166666667	3	16	4	1
navo	NA	100	NA	NA	NA	1	NA	NA
naza	33.33333333	66.66666667	NA	NA	1	2	NA	NA
nazi	9.375	78.125	12.5	NA	3	25	4	NA
nazz	NA	100	NA	NA	NA	2	NA	NA
nean	NA	80	20	NA	NA	4	1	NA
neap	NA	100	NA	NA	NA	1	NA	NA
nebb	NA	100	NA	NA	NA	5	NA	NA
nebi	NA	100	NA	NA	NA	1	NA	NA
nebr	NA	100	NA	NA	NA	1	NA	NA
nebu	NA	100	NA	NA	NA	6	NA	NA
necc	NA	100	NA	NA	NA	2	NA	NA
nece	23.07692308	46.15384615	23.07692308	7.692307692	3	6	3	1
necr	NA	50	50	NA	NA	5	5	NA
nedd	NA	100	NA	NA	NA	1	NA	NA
nefa	NA	100	NA	NA	NA	6	NA	NA
nefe	NA	NA	100	NA	NA	NA	1	NA
nefr	NA	33.33333333	66.66666667	NA	NA	1	2	NA
nega	11.42857143	71.42857143	17.14285714	NA	4	25	6	NA
negh	NA	100	NA	NA	NA	1	NA	NA
negl	14.28571429	85.71428571	NA	NA	1	6	NA	NA
nego	5.555555556	94.44444444	NA	NA	1	17	NA	NA
negr	NA	87.5	12.5	NA	NA	14	2	NA
nela	NA	100	NA	NA	NA	1	NA	NA
nell	NA	100	NA	NA	NA	2	NA	NA
nemb	NA	100	NA	NA	NA	1	NA	NA
neme	NA	50	50	NA	NA	1	1	NA
nemi	NA	100	NA	NA	NA	5	NA	NA
nemm	50	50	NA	NA	1	1	NA	NA
nemo	NA	100	NA	NA	NA	1	NA	NA
nemu	NA	100	NA	NA	NA	1	NA	NA
nenc	NA	100	NA	NA	NA	3	NA	NA
nene	100	NA	NA	NA	1	NA	NA	NA
neni	NA	100	NA	NA	NA	2	NA	NA
nenn	NA	100	NA	NA	NA	1	NA	NA
neno	NA	100	NA	NA	NA	1	NA	NA
neob	NA	100	NA	NA	NA	2	NA	NA
neoc	NA	69.23076923	30.76923077	NA	NA	9	4	NA
neod	NA	100	NA	NA	NA	2	NA	NA
neoe	NA	100	NA	NA	NA	3	NA	NA
neof	NA	71.42857143	28.57142857	NA	NA	5	2	NA
neog	NA	100	NA	NA	NA	3	NA	NA
neoi	NA	100	NA	NA	NA	2	NA	NA
neol	NA	71.42857143	28.57142857	NA	NA	5	2	NA
neom	NA	100	NA	NA	NA	5	NA	NA
neon	NA	100	NA	NA	NA	8	NA	NA
neop	NA	81.81818182	18.18181818	NA	NA	9	2	NA
neoq	NA	100	NA	NA	NA	1	NA	NA
neor	NA	66.66666667	33.33333333	NA	NA	6	3	NA
neos	NA	60	40	NA	NA	3	2	NA
neot	NA	100	NA	NA	NA	2	NA	NA
neov	NA	100	NA	NA	NA	1	NA	NA
neoz	NA	100	NA	NA	NA	2	NA	NA
nepa	NA	100	NA	NA	NA	2	NA	NA
nepo	NA	100	NA	NA	NA	2	NA	NA
nepp	50	50	NA	NA	1	1	NA	NA
nequ	NA	100	NA	NA	NA	1	NA	NA
nera	NA	100	NA	NA	NA	8	NA	NA
nerb	NA	100	NA	NA	NA	2	NA	NA
nere	NA	50	50	NA	NA	1	1	NA
neri	NA	100	NA	NA	NA	2	NA	NA
nero	NA	100	NA	NA	NA	11	NA	NA
neru	NA	100	NA	NA	NA	1	NA	NA
nerv	NA	100	NA	NA	NA	15	NA	NA
nesi	NA	100	NA	NA	NA	1	NA	NA
nesp	NA	NA	100	NA	NA	NA	2	NA
ness	28.57142857	71.42857143	NA	NA	2	5	NA	NA
nest	50	NA	50	NA	1	NA	1	NA
nett	NA	80	20	NA	NA	12	3	NA
neur	NA	57.5	42.5	NA	NA	23	17	NA
neut	4.545454545	86.36363636	9.090909091	NA	1	19	2	NA
neva	NA	100	NA	NA	NA	2	NA	NA
neve	NA	66.66666667	33.33333333	NA	NA	2	1	NA
nevi	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
nevo	NA	100	NA	NA	NA	3	NA	NA
nevr	NA	33.33333333	66.66666667	NA	NA	4	8	NA
nevv	NA	100	NA	NA	NA	1	NA	NA
newt	33.33333333	33.33333333	33.33333333	NA	1	1	1	NA
newy	NA	100	NA	NA	NA	4	NA	NA
niag	NA	100	NA	NA	NA	1	NA	NA
nibb	NA	100	NA	NA	NA	1	NA	NA
nica	NA	100	NA	NA	NA	1	NA	NA
nicc	14.28571429	71.42857143	14.28571429	NA	1	5	1	NA
nice	NA	100	NA	NA	NA	2	NA	NA
nich	NA	57.14285714	42.85714286	NA	NA	4	3	NA
nici	NA	100	NA	NA	NA	1	NA	NA
nico	19.23076923	80.76923077	NA	NA	5	21	NA	NA
nida	NA	100	NA	NA	NA	1	NA	NA
nidi	NA	55.55555556	33.33333333	11.11111111	NA	5	3	1
nido	NA	100	NA	NA	NA	2	NA	NA
nidu	NA	NA	100	NA	NA	NA	1	NA
nien	NA	100	NA	NA	NA	4	NA	NA
nier	NA	100	NA	NA	NA	1	NA	NA
niet	NA	100	NA	NA	NA	1	NA	NA
niev	NA	100	NA	NA	NA	1	NA	NA
nige	NA	100	NA	NA	NA	6	NA	NA
nigh	100	NA	NA	NA	1	NA	NA	NA
nigr	NA	100	NA	NA	NA	2	NA	NA
nigu	NA	100	NA	NA	NA	1	NA	NA
niko	NA	100	NA	NA	NA	2	NA	NA
nild	NA	100	NA	NA	NA	2	NA	NA
nill	NA	100	NA	NA	NA	1	NA	NA
nilo	NA	100	NA	NA	NA	1	NA	NA
nime	50	50	NA	NA	1	1	NA	NA
nimo	NA	100	NA	NA	NA	1	NA	NA
nina	NA	100	NA	NA	NA	1	NA	NA
nine	NA	100	NA	NA	NA	2	NA	NA
ninf	NA	88.88888889	11.11111111	NA	NA	8	1	NA
nini	33.33333333	66.66666667	NA	NA	1	2	NA	NA
ninj	NA	100	NA	NA	NA	1	NA	NA
ninn	NA	75	25	NA	NA	3	1	NA
nino	NA	100	NA	NA	NA	1	NA	NA
nipo	NA	100	NA	NA	NA	4	NA	NA
nipp	NA	20	80	NA	NA	1	4	NA
niro	NA	100	NA	NA	NA	1	NA	NA
nirv	NA	100	NA	NA	NA	1	NA	NA
nisc	NA	100	NA	NA	NA	1	NA	NA
nisi	NA	50	50	NA	NA	1	1	NA
nisp	NA	100	NA	NA	NA	1	NA	NA
niss	25	75	NA	NA	1	3	NA	NA
nist	NA	100	NA	NA	NA	1	NA	NA
niti	NA	33.33333333	66.66666667	NA	NA	2	4	NA
nito	NA	100	NA	NA	NA	1	NA	NA
nitr	NA	80	20	NA	NA	4	1	NA
nitt	NA	100	NA	NA	NA	2	NA	NA
niun	NA	100	NA	NA	NA	1	NA	NA
niva	NA	100	NA	NA	NA	1	NA	NA
nive	NA	NA	100	NA	NA	NA	2	NA
nivo	NA	100	NA	NA	NA	1	NA	NA
nixo	NA	100	NA	NA	NA	1	NA	NA
nizz	NA	100	NA	NA	NA	2	NA	NA
nobe	NA	100	NA	NA	NA	1	NA	NA
nobi	11.76470588	76.47058824	11.76470588	NA	2	13	2	NA
nocc	NA	71.42857143	28.57142857	NA	NA	5	2	NA
noce	NA	85.71428571	14.28571429	NA	NA	6	1	NA
noci	16.66666667	83.33333333	NA	NA	1	5	NA	NA
nodo	NA	100	NA	NA	NA	3	NA	NA
nodu	NA	NA	100	NA	NA	NA	2	NA
noe'	100	NA	NA	NA	1	NA	NA	NA
noem	NA	100	NA	NA	NA	1	NA	NA
noet	NA	NA	100	NA	NA	NA	1	NA
nofe	NA	100	NA	NA	NA	1	NA	NA
noga	NA	100	NA	NA	NA	3	NA	NA
noia	NA	100	NA	NA	NA	4	NA	NA
noio	NA	100	NA	NA	NA	6	NA	NA
nola	NA	100	NA	NA	NA	2	NA	NA
nole	NA	100	NA	NA	NA	12	NA	NA
nolf	NA	100	NA	NA	NA	1	NA	NA
noli	NA	100	NA	NA	NA	1	NA	NA
nolo	NA	100	NA	NA	NA	1	NA	NA
noma	NA	50	50	NA	NA	2	2	NA
nome	NA	100	NA	NA	NA	10	NA	NA
nomi	9.677419355	58.06451613	32.25806452	NA	3	18	10	NA
nona	NA	100	NA	NA	NA	2	NA	NA
nonc	33.33333333	66.66666667	NA	NA	1	2	NA	NA
nond	NA	100	NA	NA	NA	1	NA	NA
none	NA	100	NA	NA	NA	1	NA	NA
nonn	NA	100	NA	NA	NA	6	NA	NA
nono	NA	75	25	NA	NA	3	1	NA
nons	NA	100	NA	NA	NA	1	NA	NA
nora	NA	100	NA	NA	NA	2	NA	NA
norb	NA	100	NA	NA	NA	2	NA	NA
norc	NA	100	NA	NA	NA	1	NA	NA
nord	3.703703704	74.07407407	22.22222222	NA	1	20	6	NA
nore	NA	100	NA	NA	NA	2	NA	NA
norg	NA	100	NA	NA	NA	1	NA	NA
nori	NA	100	NA	NA	NA	5	NA	NA
norm	3.703703704	88.88888889	7.407407407	NA	1	24	2	NA
norv	NA	100	NA	NA	NA	3	NA	NA
nosc	NA	100	NA	NA	NA	1	NA	NA
nose	NA	100	NA	NA	NA	2	NA	NA
nosf	NA	100	NA	NA	NA	1	NA	NA
nosm	NA	100	NA	NA	NA	1	NA	NA
noso	NA	100	NA	NA	NA	2	NA	NA
noss	NA	100	NA	NA	NA	1	NA	NA
nost	NA	78.94736842	21.05263158	NA	NA	15	4	NA
nota	2.5	77.5	20	NA	1	31	8	NA
note	NA	50	50	NA	NA	2	2	NA
noti	6.25	75	18.75	NA	1	12	3	NA
noto	11.11111111	88.88888889	NA	NA	1	8	NA	NA
nott	NA	81.81818182	18.18181818	NA	NA	9	2	NA
nova	12.5	75	12.5	NA	3	18	3	NA
nove	NA	90.47619048	9.523809524	NA	NA	19	2	NA
novi	14.28571429	85.71428571	NA	NA	1	6	NA	NA
novu	NA	100	NA	NA	NA	3	NA	NA
nozi	NA	50	50	NA	NA	2	2	NA
nozz	NA	50	50	NA	NA	1	1	NA
nube	NA	100	NA	NA	NA	2	NA	NA
nubi	NA	33.33333333	66.66666667	NA	NA	1	2	NA
nuca	NA	100	NA	NA	NA	2	NA	NA
nucc	NA	100	NA	NA	NA	2	NA	NA
nucl	NA	41.66666667	58.33333333	NA	NA	5	7	NA
nudi	100	NA	NA	NA	1	NA	NA	NA
nudo	NA	100	NA	NA	NA	4	NA	NA
nugo	NA	NA	100	NA	NA	NA	2	NA
null	11.11111111	88.88888889	NA	NA	1	8	NA	NA
nulv	NA	100	NA	NA	NA	1	NA	NA
numa	NA	100	NA	NA	NA	3	NA	NA
nume	NA	66.66666667	33.33333333	NA	NA	12	6	NA
numi	NA	NA	100	NA	NA	NA	2	NA
nunn	NA	100	NA	NA	NA	1	NA	NA
nunz	NA	100	NA	NA	NA	5	NA	NA
nuoc	8.333333333	50	41.66666667	NA	1	6	5	NA
nuor	NA	100	NA	NA	NA	3	NA	NA
nuot	5.882352941	82.35294118	11.76470588	NA	1	14	2	NA
nuov	NA	100	NA	NA	NA	7	NA	NA
nura	NA	NA	100	NA	NA	NA	1	NA
nusc	NA	100	NA	NA	NA	1	NA	NA
nute	NA	100	NA	NA	NA	1	NA	NA
nuti	NA	100	NA	NA	NA	1	NA	NA
nuto	NA	100	NA	NA	NA	1	NA	NA
nutr	5	82.5	12.5	NA	2	33	5	NA
nuvo	NA	66.66666667	33.33333333	NA	NA	6	3	NA
nuzi	NA	100	NA	NA	NA	2	NA	NA
nuzz	NA	100	NA	NA	NA	1	NA	NA
nylo	NA	100	NA	NA	NA	1	NA	NA
oasi	NA	NA	100	NA	NA	NA	1	NA
obbe	5.263157895	78.94736842	15.78947368	NA	1	15	3	NA
obbi	NA	100	NA	NA	NA	8	NA	NA
obbl	10	70	16.66666667	3.333333333	3	21	5	1
obbr	NA	100	NA	NA	NA	3	NA	NA
obco	NA	NA	100	NA	NA	NA	1	NA
obel	NA	66.66666667	33.33333333	NA	NA	2	1	NA
ober	16.66666667	66.66666667	16.66666667	NA	1	4	1	NA
obes	25	75	NA	NA	1	3	NA	NA
obic	NA	NA	100	NA	NA	NA	1	NA
obie	13.63636364	81.81818182	4.545454545	NA	3	18	1	NA
obit	NA	100	NA	NA	NA	1	NA	NA
obla	NA	100	NA	NA	NA	1	NA	NA
obli	12.5	87.5	NA	NA	1	7	NA	NA
oblo	100	NA	NA	NA	1	NA	NA	NA
oblu	NA	100	NA	NA	NA	3	NA	NA
obnu	NA	100	NA	NA	NA	1	NA	NA
oboe	NA	NA	100	NA	NA	NA	1	NA
obol	NA	NA	100	NA	NA	NA	1	NA
obre	100	NA	NA	NA	1	NA	NA	NA
obso	NA	100	NA	NA	NA	5	NA	NA
occa	NA	100	NA	NA	NA	6	NA	NA
occe	NA	100	NA	NA	NA	1	NA	NA
occh	3.571428571	92.85714286	3.571428571	NA	1	26	1	NA
occi	NA	100	NA	NA	NA	7	NA	NA
occl	NA	100	NA	NA	NA	1	NA	NA
occo	5.263157895	63.15789474	31.57894737	NA	1	12	6	NA
occu	5.555555556	72.22222222	18.51851852	3.703703704	3	39	10	2
ocea	NA	25	75	NA	NA	2	6	NA
oche	NA	100	NA	NA	NA	2	NA	NA
oclo	NA	100	NA	NA	NA	1	NA	NA
ocra	NA	100	NA	NA	NA	1	NA	NA
ocul	NA	90.90909091	9.090909091	NA	NA	10	1	NA
odal	NA	100	NA	NA	NA	2	NA	NA
oddi	NA	100	NA	NA	NA	2	NA	NA
oddo	NA	100	NA	NA	NA	2	NA	NA
odeo	NA	NA	100	NA	NA	NA	1	NA
oder	NA	100	NA	NA	NA	1	NA	NA
odes	NA	100	NA	NA	NA	2	NA	NA
odia	NA	85	15	NA	NA	17	3	NA
odie	NA	100	NA	NA	NA	4	NA	NA
odil	50	50	NA	NA	1	1	NA	NA
odin	NA	100	NA	NA	NA	1	NA	NA
odio	12.5	87.5	NA	NA	1	7	NA	NA
odis	NA	100	NA	NA	NA	2	NA	NA
odoa	NA	100	NA	NA	NA	1	NA	NA
odon	NA	44.44444444	55.55555556	NA	NA	4	5	NA
odor	6.25	87.5	6.25	NA	1	14	1	NA
ofan	NA	NA	100	NA	NA	NA	1	NA
ofel	NA	100	NA	NA	NA	1	NA	NA
offa	NA	100	NA	NA	NA	1	NA	NA
offe	3.448275862	65.51724138	31.03448276	NA	1	19	9	NA
offi	9.090909091	90.90909091	NA	NA	1	10	NA	NA
offr	6.12244898	59.18367347	34.69387755	NA	3	29	17	NA
