ending	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	C_%APULT_Tk	E_%ULT_Tk	E_%PULT_Tk	E_%APULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	N_%APULT_Tk	NU_%PULT_Tk	NU_%APULT_Tk	P_%PULT_Tk	P_%APULT_Tk	R_%PULT_Tk	S_%ULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_%PULT_Tk	X_%APULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	C_nAPULT_Tk	E_nULT_Tk	E_nPULT_Tk	E_nAPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	N_nAPULT_Tk	NU_nPULT_Tk	NU_nAPULT_Tk	P_nPULT_Tk	P_nAPULT_Tk	R_nPULT_Tk	S_nULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk	X_nPULT_Tk	X_nAPULT_Tk
oro	NA	NA	NA	NA	0	82.3717948717949	17.6282051282051	0	99.6104285286185	0.38957147138148	NA	NA	100	0	NA	NA	NA	NA	NA	0	98.5860728172499	1.41392718275009	0	0	97.5308641975309	2.46913580246914	0	NA	NA	NA	NA	NA	NA	0	257	55	0	3324	13	NA	NA	1836	0	NA	NA	NA	NA	NA	0	2789	40	0	0	79	2	0	NA	NA
osa	100	0	NA	NA	0	100	0	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	5	0	NA	NA	0	165	0	0	2243	0	NA	NA	1995	0	NA	NA	NA	NA	NA	0	3081	0	0	0	131	0	0	NA	NA
ose	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	100	0	0	0	99.4736842105263	0.526315789473684	0	NA	NA	NA	NA	NA	NA	0	16	0	0	1053	0	NA	NA	5	0	NA	NA	NA	NA	NA	0	1480	0	0	0	378	2	0	NA	NA
osi	100	0	NA	NA	0	100	0	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	86.887417218543	13.112582781457	0	0	5.83333333333333	94.1666666666667	0	NA	NA	7	0	NA	NA	0	70	0	0	1270	0	NA	NA	7	0	NA	NA	NA	NA	NA	0	656	99	0	0	70	1130	0	NA	NA
oso	100	0	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	1	0	NA	NA	0	49	0	0	2717	0	1	0	NA	NA	NA	NA	NA	NA	NA	0	350	0	0	0	70	0	0	NA	NA
ota	NA	NA	NA	NA	0	94.9367088607595	5.06329113924051	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96.9653179190751	3.03468208092486	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	75	4	0	187	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	671	21	0	0	144	0	0	NA	NA
ote	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.747663551401869	98.5046728971963	0.747663551401869	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	38	0	0	96	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	527	4	0	0	35	0	0	NA	NA
oti	0	100	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	97.841726618705	2.15827338129496	0	0	47.2222222222222	52.7777777777778	0	NA	NA	0	3	NA	NA	0	18	0	0	172	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	544	12	0	0	17	19	0	NA	NA
oto	NA	NA	NA	NA	0	89.4736842105263	10.5263157894737	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	98.4848484848485	1.51515151515152	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	17	2	0	387	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1235	19	0	0	12	0	0	NA	NA
otu	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA
ova	NA	NA	NA	NA	0	15.8536585365854	84.1463414634146	0	99.685534591195	0.314465408805031	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	89.2307692307692	10.7692307692308	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	65	345	0	1268	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	580	70	0	0	710	0	0	NA	NA
ove	100	0	100	0	0	100	0	0	99.8500749625187	0.149925037481259	100	0	100	0	100	0	NA	NA	NA	0	97.265625	2.734375	0	0	100	0	0	NA	NA	368	0	2868	0	0	28	0	0	666	1	1	0	1	0	286	0	NA	NA	NA	0	249	7	0	0	132	0	0	NA	NA
ovi	0	100	NA	NA	0	93.3333333333333	6.66666666666667	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	37.8048780487805	62.1951219512195	0	0	72.6027397260274	27.3972602739726	0	NA	NA	0	4	NA	NA	0	28	2	0	609	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	51	0	0	106	40	0	NA	NA
ovo	NA	NA	NA	NA	0	100	0	0	99.8262380538662	0.173761946133797	NA	NA	100	0	NA	NA	NA	NA	NA	0	62.2448979591837	37.7551020408163	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	18	0	0	2298	4	NA	NA	2	0	NA	NA	NA	NA	NA	0	183	111	0	0	164	0	0	NA	NA
oya	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oza	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ozi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	175	0	0	NA	NA	NA	NA	NA	NA
uba	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	52	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0	0	19	0	0	NA	NA
ube	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0	NA	NA	NA	NA	NA	NA
ubi	NA	NA	NA	NA	0	100	0	0	96.7741935483871	3.2258064516129	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63.8095238095238	36.1904761904762	0	NA	NA	NA	NA	100	0	NA	NA	NA	NA	0	2	0	0	30	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	38	0	NA	NA	NA	NA	4	0
ubo	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28.2208588957055	71.7791411042945	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	117	0	NA	NA	NA	NA	NA	NA
uca	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	95.8333333333333	4.16666666666667	0	100	0	NA	NA	NA	NA	0	279	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	110	0	0	0	23	1	0	4	0
uce	100	0	NA	NA	0	85.7142857142857	14.2857142857143	0	40	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96.2025316455696	3.79746835443038	0	0	100	0	0	NA	NA	4	0	NA	NA	0	12	2	0	6	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	684	27	0	0	289	0	0	NA	NA
uci	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	90.3954802259887	9.6045197740113	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	2	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	160	17	0	0	5	0	0	NA	NA
uco	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	32	0	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	101	0	0	0	6	0	0	NA	NA
uda	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	45	0	0	93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	0	30	0	0	NA	NA
ude	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	7	0	0	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	0	0	414	0	0	NA	NA
udi	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	49	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	369	0	0	0	10	0	0	NA	NA
udo	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	49	0	0	113	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	85	0	0	0	32	0	0	NA	NA
ufa	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0	0	1	0	0	NA	NA
ufe	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA
ufi	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	NA	NA	NA	NA	NA	NA
ufo	100	0	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	1	0	NA	NA	0	11	0	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29	0	0	NA	NA	NA	NA	NA	NA
uga	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	97.6470588235294	2.35294117647059	0	0	85	15	0	NA	NA	NA	NA	NA	NA	0	7	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	332	8	0	0	17	3	0	NA	NA
uge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30.5555555555556	69.4444444444444	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	25	0	NA	NA	NA	NA	NA	NA
ugi	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30.0813008130081	69.9186991869919	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	37	86	0	0	5	0	0	NA	NA
ugo	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	78.2608695652174	21.7391304347826	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	5	0	NA	NA	NA	NA	NA	NA
uja	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA
ujo	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
uka	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
uki	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA
ula	NA	NA	NA	NA	0	25.3333333333333	74.6666666666667	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41.2863070539419	58.7136929460581	0	0	0	100	0	NA	NA	NA	NA	NA	NA	0	19	56	0	0	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	199	283	0	0	0	35	0	NA	NA
ule	NA	NA	NA	NA	0	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25.2577319587629	74.7422680412371	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	49	145	0	NA	NA	NA	NA	NA	NA
uli	NA	NA	NA	NA	0	84.2105263157895	15.7894736842105	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27.906976744186	72.0930232558139	0	0	0	100	0	NA	NA	NA	NA	NA	NA	0	32	6	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	62	0	0	0	2	0	NA	NA
ulo	0	100	NA	NA	0	62.5	37.5	0	10.7142857142857	89.2857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19.3548387096774	80.6451612903226	0	0	0	100	0	NA	NA	0	1	NA	NA	0	5	3	0	3	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	75	0	0	0	3	0	NA	NA
ulu	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0	NA	NA	NA	NA	NA	NA
uma	NA	NA	NA	NA	0	70	30	0	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	98.9473684210526	1.05263157894737	0	0	95.5555555555556	4.44444444444444	0	NA	NA	NA	NA	NA	NA	0	7	3	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	94	1	0	0	86	4	0	NA	NA
ume	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	7	0	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	617	0	0	0	85	0	0	NA	NA
umi	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	98.3568075117371	1.64319248826291	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	1	0	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	419	7	0	0	4	0	0	NA	NA
umo	NA	NA	NA	NA	0	100	0	0	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	99.7402597402597	0.25974025974026	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	8	0	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	384	1	0	0	13	0	0	NA	NA
una	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	100	0	100	0	NA	NA	100	0	100	0	0	0	100	0	0	100	0	NA	NA	NA	NA	0	39	0	0	744	0	NA	NA	1195	0	331	0	NA	NA	29545	0	839	0	0	0	26	0	0	1	0
une	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	100	0	NA	NA	NA	NA	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1090	0	NA	NA	121	0	NA	NA	NA	NA	2	0	525	0	0	NA	NA	NA	NA	NA	NA
uni	NA	NA	100	0	0	100	0	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	1	0	0	45	0	0	1217	0	NA	NA	335	0	NA	NA	NA	NA	NA	0	188	0	0	0	1	0	0	NA	NA
uno	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	100	0	100	0	NA	NA	100	0	100	0	0	NA	NA	NA	NA	100	0	NA	NA	NA	NA	0	337	0	0	209	0	NA	NA	4727	0	365	0	NA	NA	1953	0	67	0	0	NA	NA	NA	NA	1	0
upa	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71.4285714285714	28.5714285714286	0	0	1.11111111111111	98.8888888888889	0	NA	NA	NA	NA	NA	NA	0	2	0	0	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	2	0	0	2	178	0	NA	NA
upe	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	0	NA	NA	NA	NA	NA	NA
upi	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	5.26315789473684	94.7368421052632	0	NA	NA	NA	NA	NA	NA	0	11	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	0	1	18	0	NA	NA
upo	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	0	24	0	0	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	88	0	0	0	0	11	0	NA	NA
ura	100	0	NA	NA	0	100	0	0	99.5481927710843	0.451807228915663	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	91.2735849056604	8.72641509433962	0	NA	NA	522	0	NA	NA	0	188	0	0	661	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7240	0	0	0	387	37	0	NA	NA
ure	100	0	100	0	0	100	0	0	81.2734082397004	18.7265917602996	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.917431192660551	99.0316004077472	0.0509683995922528	0	NA	NA	NA	NA	NA	NA	1094	0	1285	0	0	6	0	0	217	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	1943	1	0	NA	NA	NA	NA	NA	NA
uri	NA	NA	NA	NA	0	100	0	0	96.0843373493976	3.91566265060241	100	0	NA	NA	NA	NA	NA	NA	NA	0	95.5056179775281	4.49438202247191	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	35	0	0	319	13	9	0	NA	NA	NA	NA	NA	NA	NA	0	255	12	0	0	29	0	0	NA	NA
uro	100	0	NA	NA	0	100	0	0	99.2820512820513	0.717948717948718	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.859291084854995	99.140708915145	0	0	0	45.4545454545455	54.5454545454545	0	NA	NA	15	0	NA	NA	0	251	0	0	968	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	923	0	0	0	45	54	0	NA	NA
uru	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	0	NA	NA	NA	NA	NA	NA
usa	NA	NA	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	100	0	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	77	0	0	305	0	2	0	NA	NA	NA	NA	4	0	NA	0	1204	0	0	0	798	0	0	NA	NA
use	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0.512820512820513	99.4871794871795	0	0	NA	NA	NA	NA	NA	NA	0	13	0	0	109	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	396	0	0	1	194	0	0	NA	NA
usi	NA	NA	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	55	0	0	171	0	1	0	NA	NA	NA	NA	NA	NA	NA	0	197	0	0	0	190	0	0	NA	NA
uso	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	74	0	0	478	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	599	0	0	0	748	0	0	NA	NA
uta	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	95.8611481975968	4.1388518024032	0	0	98.3404457088668	1.65955429113324	0	NA	NA	NA	NA	NA	NA	0	26	0	0	523	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	718	31	0	0	2074	35	0	NA	NA
ute	NA	NA	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	97.6608187134503	2.33918128654971	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	2	0	0	198	0	3	0	NA	NA	NA	NA	NA	NA	NA	0	668	16	0	0	627	0	0	NA	NA
uti	NA	NA	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	99.632892804699	0.367107195301028	0	NA	NA	NA	NA	NA	NA	0	161	0	0	299	0	6	0	NA	NA	NA	NA	NA	NA	NA	0	1486	0	0	0	1357	5	0	NA	NA
uto	NA	NA	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	99.9250936329588	0.0749063670411985	0	0	99.967362924282	0.0326370757180157	0	NA	NA	NA	NA	NA	NA	0	128	0	0	688	0	20	0	NA	NA	NA	NA	NA	NA	NA	0	2668	2	0	0	12252	4	0	NA	NA
utu	NA	NA	NA	NA	0	100	0	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
uva	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	0	0	NA	NA	NA	NA	NA	NA
uve	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	196	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA
uvi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA
uxe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA
uzi	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
uzo	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
