3lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S8_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S8_nPULT_Tk
cro	4.166666667	95.83333333	2.040816327	51.02040816	46.93877551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	46	1	25	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cru	0	100	46.66666667	53.33333333	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	7	8	0	0	10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cub	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuc	43.33333333	56.66666667	0.591715976	55.0295858	44.37869822	0	95	5	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	13	17	1	93	75	0	19	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
cuf	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cug	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cui	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cul	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	31	0	0	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cum	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuo	0	100	0	7.142857143	92.85714286	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	203	0	1	13	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cup	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cur	1.666666667	98.33333333	1.851851852	98.14814815	0	71.11111111	20	8.888888889	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	59	1	53	0	32	9	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cus	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	0	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dad	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dai	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dam	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dan	2.127659574	97.87234043	3.333333333	93.33333333	3.333333333	0	46.15384615	53.84615385	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	46	1	28	1	0	6	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dap	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	0	30	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dar	7.344632768	92.65536723	0	23.65591398	76.34408602	0	20	20	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	492	0	22	71	0	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dat	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dav	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	385	0	0	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dea	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
deb	0	100	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	38	0	11	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dec	NA	NA	0.564971751	92.09039548	7.344632768	2.521008403	48.7394958	48.7394958	0	0	57.14285714	42.85714286	0	0	0	100	0	NA	NA	NA	NA	NA	1	163	13	3	58	58	0	0	8	6	0	0	0	1	0	NA	NA	NA
ded	NA	NA	14.28571429	0	85.71428571	0	93.93939394	0	6.060606061	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	6	0	31	0	2	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
def	NA	NA	12.5	87.5	0	0	100	0	0	0	90.47619048	9.523809524	0	NA	NA	NA	NA	100	0	NA	NA	NA	1	7	0	0	20	0	0	0	19	2	0	NA	NA	NA	NA	6	0	NA
deg	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
del	NA	NA	0	100	0	0	94.44444444	5.555555556	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	0	0	68	4	0	0	11	0	0	NA	NA	NA	NA	NA	NA	NA
dem	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
den	0	100	7.692307692	25	67.30769231	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	292	8	26	70	0	8	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA
dep	NA	NA	0	100	0	0	2.564102564	97.43589744	0	0	42.85714286	0	57.14285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	0	0	1	38	0	0	6	0	8	NA	NA	NA	NA	NA	NA	NA
der	NA	NA	0	100	0	0	73.68421053	26.31578947	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	0	0	14	5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
des	3.03030303	96.96969697	0	100	0	0.657894737	63.15789474	36.18421053	0	0	81.08108108	5.405405405	13.51351351	0	50	0	50	NA	NA	NA	3	96	0	123	0	1	96	55	0	0	30	2	5	0	1	0	1	NA	NA	NA
det	0	100	0	100	0	7.692307692	53.84615385	38.46153846	0	0	85.71428571	0	14.28571429	NA	NA	NA	NA	NA	NA	NA	0	10	0	23	0	1	7	5	0	0	18	0	3	NA	NA	NA	NA	NA	NA	NA
dev	NA	NA	NA	NA	NA	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
dia	0	100	0	48.31460674	51.68539326	0	14.28571429	85.71428571	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	43	46	0	1	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dic	NA	NA	2.083333333	97.91666667	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	47	0	0	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
did	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
die	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	271	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dif	NA	NA	0	100	0	11.0619469	36.72566372	52.21238938	0	0	33.33333333	66.66666667	0	0	0	100	0	NA	NA	NA	NA	NA	0	87	0	25	83	118	0	0	2	4	0	0	0	3	0	NA	NA	NA
dig	0	100	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	7	0	0	0	19	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dil	NA	NA	10	90	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9	0	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dim	NA	NA	23.07692308	76.92307692	0	11.25	71.25	17.5	0	4.347826087	91.30434783	2.898550725	1.449275362	0	18.18181818	81.81818182	0	NA	NA	NA	NA	NA	6	20	0	9	57	14	0	6	126	4	2	0	2	9	0	NA	NA	NA
din	NA	NA	0	100	0	0	73.68421053	26.31578947	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	0	0	14	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dip	NA	NA	0	100	0	0	13.33333333	86.66666667	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	2	13	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
dir	2.013057671	97.98694233	0.442477876	76.32743363	23.2300885	0	75.97402597	24.02597403	0	0	79.16666667	20.83333333	0	NA	NA	NA	NA	NA	NA	NA	37	1801	2	345	105	0	117	37	0	0	19	5	0	NA	NA	NA	NA	NA	NA	NA
dis	0	100	0.844594595	99.15540541	0	1.510574018	64.04833837	34.13897281	0.302114804	0	82.20338983	17.79661017	0	0	80	20	0	NA	NA	NA	0	29	5	587	0	5	212	113	1	0	97	21	0	0	4	1	0	NA	NA	NA
dit	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	103	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
div	NA	NA	5.518763797	94.4812362	0	7.692307692	76.92307692	15.38461538	0	0	59.45945946	40.54054054	0	0	0	100	0	NA	NA	NA	NA	NA	25	428	0	31	310	62	0	0	44	30	0	0	0	6	0	NA	NA	NA
dli	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
doc	0	100	0	0	100	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	8	0	0	3	0	29	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA
dod	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dol	1.652892562	98.34710744	0	37.83783784	62.16216216	0	57.69230769	42.30769231	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	119	0	56	92	0	15	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dom	NA	NA	15	83.92857143	1.071428571	1.428571429	34.28571429	63.57142857	0.714285714	0	18.18181818	81.81818182	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	235	3	2	48	89	1	0	2	9	0	NA	NA	NA	NA	NA	NA	NA
don	1.834862385	98.16513761	5.882352941	55.88235294	38.23529412	0	66.66666667	33.33333333	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	4	214	2	19	13	0	10	5	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
dop	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dor	10	90	3.867403315	87.29281768	8.839779006	0	60.86956522	39.13043478	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	45	7	158	16	0	14	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dos	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dot	50	50	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	0	65	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dov	4.6875	95.3125	5.572289157	85.39156627	9.036144578	0	12.12121212	87.87878788	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	1220	37	567	60	0	8	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
doz	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dra	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	NA	NA	NA	0	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dri	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	0	3	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dro	0	100	0	88.88888889	11.11111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dub	0	100	20	0	80	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	36	1	0	4	0	4	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
duc	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
due	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	99	0	962	0	0	48	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dun	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
duo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dur	4.587155963	95.41284404	2.112676056	95.77464789	2.112676056	0	16.66666667	83.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	104	3	136	3	0	1	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebb	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebr	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ecc	0	100	0	6.511627907	93.48837209	0	69.23076923	30.76923077	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	479	0	14	201	0	36	16	0	0	24	0	0	NA	NA	NA	NA	NA	NA	NA
ecl	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eco	0	100	NA	NA	NA	NA	NA	NA	NA	0	45.94594595	54.05405405	0	NA	NA	NA	NA	NA	NA	NA	0	28	NA	NA	NA	NA	NA	NA	NA	0	17	20	0	NA	NA	NA	NA	NA	NA	NA
ede	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
edi	NA	NA	NA	NA	NA	0	77.19298246	22.80701754	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
edu	NA	NA	NA	NA	NA	7.692307692	92.30769231	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12	0	0	0	22	0	0	NA	NA	NA	NA	NA	NA	NA
eff	NA	NA	0	100	0	0	100	0	0	0	0	100	0	0	88.88888889	11.11111111	0	NA	NA	NA	NA	NA	0	57	0	0	18	0	0	0	0	1	0	0	8	1	0	NA	NA	NA
egi	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
egl	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ego	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ehi	0	100	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	277	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ela	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ele	NA	NA	0	100	0	0	80.99173554	19.00826446	0	8.653846154	66.34615385	25	0	0	16.66666667	83.33333333	0	0	100	NA	NA	NA	0	42	0	0	196	46	0	9	69	26	0	0	1	5	0	0	7	NA
eli	NA	NA	NA	NA	NA	0	25	75	0	4	52	44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	3	0	1	13	11	0	NA	NA	NA	NA	NA	NA	NA
elm	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ema	NA	NA	50	50	0	0	66.66666667	33.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eme	NA	NA	0	100	0	0	62.5	37.5	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	0	15	9	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
emi	NA	NA	NA	NA	NA	0	95.65217391	4.347826087	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
emo	NA	NA	100	0	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	0	100	NA	NA	NA	1	0	0	0	25	0	0	0	11	0	0	NA	NA	NA	NA	0	1	NA
enc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	0	NA	NA	NA
ene	NA	NA	NA	NA	NA	0	88.46153846	11.53846154	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	69	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eni	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eno	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ent	31.33333333	68.66666667	2.608695652	90.86956522	6.52173913	0	68.51851852	31.48148148	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	47	103	6	209	15	0	37	17	0	0	7	0	0	NA	NA	NA	NA	NA	NA	NA
enu	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
epi	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
epo	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
epp	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
equ	NA	NA	NA	NA	NA	0	81.94444444	18.05555556	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	13	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA
era	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
erb	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	140	0	17	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ere	NA	NA	0	100	0	NA	NA	NA	NA	0	83.33333333	0	16.66666667	0	100	0	0	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	0	5	0	1	0	1	0	0	NA	NA	NA
erm	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ero	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	65	0	0	10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
err	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eru	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
esa	0	100	0	100	0	12.5	75	12.5	0	0	100	0	0	0	100	0	0	NA	NA	NA	0	1	0	66	0	3	18	3	0	0	61	0	0	0	1	0	0	NA	NA	NA
esc	NA	NA	57.84313725	42.15686275	0	0	64.70588235	35.29411765	0	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	59	43	0	0	11	6	0	0	0	3	0	0	14	0	0	NA	NA	NA
ese	NA	NA	0.46728972	99.53271028	0	4.347826087	66.30434783	29.34782609	0	3.571428571	85.71428571	3.571428571	7.142857143	0	83.33333333	16.66666667	0	NA	NA	NA	NA	NA	1	213	0	4	61	27	0	1	24	1	2	0	10	2	0	NA	NA	NA
esi	NA	NA	11.86440678	84.74576271	3.389830508	2.521008403	57.98319328	39.49579832	0	0	31.42857143	68.57142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	50	2	3	69	47	0	0	11	24	0	NA	NA	NA	NA	NA	NA	NA
esp	NA	NA	3.797468354	96.20253165	0	0	82.5	17.5	0	0	92.85714286	7.142857143	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	76	0	0	132	28	0	0	39	3	0	NA	NA	NA	NA	NA	NA	NA
ess	5.646320742	94.35367926	0	20.91235264	79.08764736	0	58.13953488	41.86046512	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	432	7219	0	408	1543	0	50	36	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
est	NA	NA	0	95.2991453	4.700854701	29.09090909	36.36363636	34.54545455	0	0	16.66666667	83.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	223	11	16	20	19	0	0	1	5	0	NA	NA	NA	NA	NA	NA	NA
eta	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
