4lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S8_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S8_nPULT_Tk
navi	NA	NA	0	16.66666667	83.33333333	0	100	0	0	0	96	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	5	0	33	0	0	0	24	1	0	NA	NA	NA	NA	NA	NA	NA
nazi	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	0	0	41	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nean	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nebb	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nece	NA	NA	NA	NA	NA	18.42105263	81.57894737	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	62	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nega	33.33333333	66.66666667	25	75	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	3	0	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nego	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	0	0	10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
negr	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nemi	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nemm	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
neon	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nepp	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nero	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nerv	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ness	100	0	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	64	0	0	319	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
nett	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
neve	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nevi	NA	NA	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	6	0	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nido	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nien	1.623376623	98.37662338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ninf	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nipo	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	86	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
niun	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nobi	NA	NA	0	0	100	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	36	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
nocc	NA	NA	0	54.54545455	45.45454545	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	5	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noce	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noci	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nodo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noia	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noio	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nole	NA	NA	0	100	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	5	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
nome	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nomi	NA	NA	33.33333333	0	66.66666667	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	2	0	19	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
nonc	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonn	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	247	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nono	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
norm	0	100	0	100	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	10	0	25	0	0	5	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
nost	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	692	NA	NA	NA	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nota	19.56521739	80.43478261	0	94.44444444	5.555555556	33.33333333	66.66666667	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	9	37	0	51	3	1	2	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
note	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noti	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	84	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noto	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nott	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	318	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nova	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nove	0	100	0	100	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	5	0	19	0	NA	NA	NA	NA	0	26	0	0	NA	NA	NA	NA	NA	NA	NA
novi	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nozz	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nube	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nucl	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nudo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
null	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nume	NA	NA	0	0	100	0	89.28571429	10.71428571	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	0	0	228	0	50	6	0	NA	NA	NA	NA	0	0	5	0	NA	NA	NA
nuoc	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nuot	6.25	93.75	0	93.5483871	6.451612903	0	40	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15	0	29	2	0	2	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nuov	0	100	NA	NA	NA	0	90	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	419	NA	NA	NA	0	18	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nutr	5.882352941	94.11764706	0	50	50	0	71.42857143	28.57142857	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	1	16	0	14	14	0	15	6	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
nuvo	NA	NA	0	5	95	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	95	0	17	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
oasi	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
obbe	NA	NA	100	0	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	15	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
obbl	NA	NA	0	0	100	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	0	6	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
obie	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
obli	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
occa	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
occh	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	390	0	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
occi	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	0	0	14	0	0	NA	NA	NA	NA	NA	NA	NA
occo	NA	NA	0	100	0	3.571428571	35.71428571	60.71428571	0	0	80	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	1	10	17	0	0	4	1	0	NA	NA	NA	NA	NA	NA	NA
occu	NA	NA	14.28571429	0	85.71428571	3.174603175	88.88888889	0	7.936507937	0	57.14285714	42.85714286	0	0	0	100	0	NA	NA	NA	NA	NA	3	0	18	2	56	0	5	0	12	9	0	0	0	2	0	NA	NA	NA
ocea	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
odia	0	100	0	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
odie	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
odio	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
odor	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
offe	NA	NA	0	100	0	0	80	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	4	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
offi	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
offr	6.666666667	93.33333333	0	76.47058824	23.52941176	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	28	0	39	12	0	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ogge	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	95	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oggi	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ogni	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ognu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
okay	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
olan	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
olim	NA	NA	NA	NA	NA	0	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	14	0	0	0	24	0	NA	NA	NA	NA	NA	NA	NA
olio	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oliv	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oltr	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
omag	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombr	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	41	0	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
omet	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
omin	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
onda	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
onde	NA	NA	0	100	0	0	71.42857143	28.57142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	5	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ones	NA	NA	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
onor	100	0	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	0	0	51	0	NA	NA	NA	NA	0	0	7	0	NA	NA	NA	NA	NA	NA	NA
oooh	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opac	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oper	NA	NA	0	0	100	0	97.56097561	0	2.43902439	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	51	0	40	0	1	0	60	0	0	NA	NA	NA	NA	NA	NA	NA
opin	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opla	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oppo	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	0	0	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oppu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	98	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orar	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orat	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orbi	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orch	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orco	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ordi	NA	NA	17.44966443	0	82.55033557	3.703703704	96.2962963	0	0	0	25	75	0	0	100	0	0	NA	NA	NA	NA	NA	26	0	123	1	26	0	0	0	1	3	0	0	6	0	0	NA	NA	NA
orec	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orfa	NA	NA	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orga	NA	NA	0	0	100	0	85.41666667	14.58333333	0	2.380952381	97.61904762	0	0	0	100	0	0	0	100	NA	NA	NA	0	0	14	0	41	7	0	1	41	0	0	0	8	0	0	0	1	NA
orgo	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	0	16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orie	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29	0	0	18	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orig	NA	NA	NA	NA	NA	0	0	100	0	0	100	0	0	NA	NA	NA	NA	0	100	NA	NA	NA	NA	NA	NA	0	0	52	0	0	45	0	0	NA	NA	NA	NA	0	1	NA
oriz	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	0	0	9	0	0	NA	NA	NA	NA	NA	NA	NA
orla	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orma	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	159	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orol	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	87	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oros	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
orre	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
