3lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S8_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S8_nPULT_Ty
amb	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ame	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ami	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
amm	NA	NA	18.75	81.25	NA	3.125	81.25	15.625	NA	NA	14.28571429	85.71428571	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	3	13	NA	1	26	5	NA	NA	2	12	NA	NA	3	NA	NA	NA	NA	NA
amo	33.33333333	66.66666667	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
amp	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ana	NA	NA	NA	NA	100	NA	50	50	NA	NA	60	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	1	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA
anc	33.33333333	66.66666667	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
and	44.44444444	55.55555556	NA	90	10	NA	20	80	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	4	5	NA	27	3	NA	3	12	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA
ane	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
anf	NA	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ang	NA	NA	NA	44.44444444	55.55555556	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ani	NA	NA	12.5	25	62.5	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	5	NA	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ann	NA	100	27.27272727	72.72727273	NA	12.5	79.16666667	8.333333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	8	NA	3	19	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
ans	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ant	NA	NA	NA	100	NA	10	80	10	NA	NA	11.11111111	88.88888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	1	8	1	NA	NA	1	8	NA	NA	NA	NA	NA	NA	NA	NA
anz	NA	100	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aoo	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ape	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
apo	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
app	33.33333333	66.66666667	12.12121212	84.84848485	3.03030303	6.756756757	71.62162162	21.62162162	NA	2	66	32	NA	NA	50	50	NA	NA	NA	NA	1	2	4	28	1	5	53	16	NA	1	33	16	NA	NA	4	4	NA	NA	NA	NA
apr	33.33333333	66.66666667	9.523809524	76.19047619	14.28571429	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	2	16	3	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aqu	NA	NA	NA	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ara	NA	NA	NA	50	50	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
arb	NA	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
arc	NA	100	NA	NA	NA	NA	100	NA	NA	NA	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	NA	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA
ard	NA	100	NA	83.33333333	16.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	5	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
are	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
arg	NA	NA	NA	60	40	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ari	NA	100	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	4	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
arm	33.33333333	66.66666667	NA	90	10	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	9	1	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
arn	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
arr	NA	NA	23.80952381	76.19047619	NA	9.722222222	77.77777778	12.5	NA	2.325581395	72.09302326	23.25581395	2.325581395	NA	NA	100	NA	NA	NA	NA	NA	NA	5	16	NA	7	56	9	NA	1	31	10	1	NA	NA	5	NA	NA	NA	NA
art	NA	100	NA	66.66666667	33.33333333	NA	28.57142857	71.42857143	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4	2	NA	2	5	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
asc	NA	100	18.18181818	81.81818182	NA	NA	88.46153846	11.53846154	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	9	NA	NA	23	3	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA
asf	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
asi	NA	NA	NA	33.33333333	66.66666667	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
asp	NA	100	33.33333333	66.66666667	NA	3.703703704	81.48148148	14.81481481	NA	NA	62.5	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	4	NA	1	22	4	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA
ass	NA	100	10.34482759	89.65517241	NA	5.357142857	78.57142857	16.07142857	NA	NA	58.82352941	41.17647059	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	4	3	26	NA	3	44	9	NA	NA	10	7	NA	NA	1	2	NA	NA	NA	NA
ast	NA	100	NA	100	NA	NA	66.66666667	33.33333333	NA	NA	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	7	NA	NA	4	2	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA
atl	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
atm	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ato	NA	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
atr	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
att	NA	100	8.823529412	82.35294118	8.823529412	6.349206349	77.77777778	15.87301587	NA	2.941176471	67.64705882	29.41176471	NA	NA	NA	100	NA	NA	NA	NA	NA	3	3	28	3	4	49	10	NA	1	23	10	NA	NA	NA	5	NA	NA	NA	NA
aug	NA	NA	20	40	40	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	1	2	2	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
aul	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aum	NA	NA	33.33333333	66.66666667	NA	NA	80	20	NA	NA	50	50	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	1	2	NA	NA	4	1	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA
aur	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aus	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aut	NA	100	NA	85.71428571	14.28571429	7.142857143	50	42.85714286	NA	NA	NA	100	NA	NA	100	NA	NA	NA	100	NA	NA	1	NA	6	1	1	7	6	NA	NA	NA	6	NA	NA	2	NA	NA	NA	3	NA
ava	NA	NA	11.11111111	88.88888889	NA	NA	77.77777778	22.22222222	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8	NA	NA	7	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA
ave	40	60	NA	95	5	NA	18.18181818	81.81818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	6	NA	38	2	NA	2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
avo	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
avv	NA	NA	20.83333333	79.16666667	NA	7.352941176	83.82352941	8.823529412	NA	5.555555556	66.66666667	27.77777778	NA	NA	16.66666667	83.33333333	NA	NA	NA	NA	NA	NA	5	19	NA	5	57	6	NA	2	24	10	NA	NA	1	5	NA	NA	NA	NA
azi	NA	NA	NA	100	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
azz	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
bab	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
bac	22.22222222	77.77777778	NA	92.85714286	7.142857143	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7	NA	13	1	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bad	50	50	NA	85.71428571	14.28571429	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	6	1	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
baf	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bag	33.33333333	66.66666667	NA	100	NA	NA	50	50	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	12	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
bai	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bal	22.22222222	77.77777778	5.555555556	88.88888889	5.555555556	NA	72.72727273	27.27272727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7	1	16	1	NA	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bam	NA	NA	NA	71.42857143	28.57142857	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ban	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	11	NA	NA	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
bar	NA	100	7.142857143	71.42857143	21.42857143	NA	81.81818182	18.18181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	10	3	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bas	NA	100	5.263157895	78.94736842	15.78947368	NA	63.63636364	27.27272727	9.090909091	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	15	3	NA	7	3	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
bat	20	80	7.692307692	57.69230769	34.61538462	NA	37.5	62.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	2	15	9	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bau	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bea	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bec	25	75	NA	87.5	12.5	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	7	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bef	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bel	NA	100	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ben	40	60	NA	100	NA	NA	84.61538462	15.38461538	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	2	NA	NA	11	2	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ber	14.28571429	85.71428571	NA	83.33333333	16.66666667	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	15	3	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bes	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bet	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bev	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bia	NA	100	NA	NA	NA	NA	60	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bib	NA	100	NA	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bic	100	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bid	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
big	14.28571429	85.71428571	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bil	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bim	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bin	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bio	NA	100	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bir	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bis	NA	NA	6.25	93.75	NA	11.11111111	77.77777778	11.11111111	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15	NA	1	7	1	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA
biz	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blo	25	75	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
boc	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bol	33.33333333	66.66666667	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bom	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bon	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bor	NA	100	20	80	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	4	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bos	NA	100	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
bot	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	9	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
box	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
boy	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bra	8.333333333	91.66666667	NA	100	NA	NA	40	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11	NA	2	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bre	NA	100	NA	100	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bri	33.33333333	66.66666667	7.142857143	50	42.85714286	NA	37.5	62.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	1	7	6	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bro	NA	100	33.33333333	NA	66.66666667	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	NA	2	NA	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
brr	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bru	13.33333333	86.66666667	7.692307692	76.92307692	15.38461538	NA	40	60	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	13	1	10	2	NA	2	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
bua	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
buc	NA	100	NA	83.33333333	16.66666667	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	5	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bud	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bue	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
