3lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S8_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S8_nPULT_Ty
dea	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
deb	NA	100	NA	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dec	NA	NA	5.555555556	77.77777778	16.66666667	11.53846154	57.69230769	30.76923077	NA	NA	50	50	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	1	14	3	3	15	8	NA	NA	2	2	NA	NA	NA	1	NA	NA	NA	NA
ded	NA	NA	33.33333333	NA	66.66666667	NA	80	NA	20	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	8	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
def	NA	NA	33.33333333	66.66666667	NA	NA	100	NA	NA	NA	85.71428571	14.28571429	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	1	2	NA	NA	8	NA	NA	NA	6	1	NA	NA	NA	NA	NA	1	NA	NA
deg	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
del	NA	NA	NA	100	NA	NA	82.35294118	17.64705882	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	14	3	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
dem	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
den	NA	100	16.66666667	66.66666667	16.66666667	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	4	1	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
dep	NA	NA	NA	100	NA	NA	20	80	NA	NA	75	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	1	4	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA
der	NA	NA	NA	100	NA	NA	90	10	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	9	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
des	25	75	NA	100	NA	3.703703704	66.66666667	29.62962963	NA	NA	69.23076923	15.38461538	15.38461538	NA	50	NA	50	NA	NA	NA	1	3	NA	16	NA	1	18	8	NA	NA	9	2	2	NA	1	NA	1	NA	NA	NA
det	NA	100	NA	100	NA	20	60	20	NA	NA	87.5	NA	12.5	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	5	NA	1	3	1	NA	NA	7	NA	1	NA	NA	NA	NA	NA	NA	NA
dev	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
dia	NA	100	NA	44.44444444	55.55555556	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4	5	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dic	NA	NA	20	80	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
did	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
die	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dif	NA	NA	NA	100	NA	4.545454545	36.36363636	59.09090909	NA	NA	33.33333333	66.66666667	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	13	NA	1	8	13	NA	NA	2	4	NA	NA	NA	3	NA	NA	NA	NA
dig	NA	100	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dil	NA	NA	20	80	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dim	NA	NA	28.57142857	71.42857143	NA	12	72	16	NA	3.846153846	76.92307692	11.53846154	7.692307692	NA	25	75	NA	NA	NA	NA	NA	NA	2	5	NA	3	18	4	NA	1	20	3	2	NA	2	6	NA	NA	NA	NA
din	NA	NA	NA	100	NA	NA	40	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dip	NA	NA	NA	100	NA	NA	33.33333333	66.66666667	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	2	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
dir	6.896551724	93.10344828	2.857142857	71.42857143	25.71428571	NA	47.61904762	52.38095238	NA	NA	20	80	NA	NA	NA	NA	NA	NA	NA	NA	2	27	1	25	9	NA	10	11	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA
dis	NA	100	3.571428571	96.42857143	NA	3.96039604	65.34653465	29.7029703	0.99009901	NA	76.59574468	23.40425532	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	3	3	81	NA	4	66	30	1	NA	36	11	NA	NA	2	1	NA	NA	NA	NA
dit	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
div	NA	NA	13.88888889	86.11111111	NA	10.52631579	75.43859649	14.03508772	NA	NA	54.16666667	45.83333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	5	31	NA	6	43	8	NA	NA	13	11	NA	NA	NA	3	NA	NA	NA	NA
dli	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
doc	NA	100	NA	NA	100	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
dod	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dol	40	60	NA	80	20	NA	40	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	8	2	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dom	NA	NA	11.11111111	66.66666667	22.22222222	3.703703704	66.66666667	25.92592593	3.703703704	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	2	1	18	7	1	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA
don	16.66666667	83.33333333	15.38461538	69.23076923	15.38461538	NA	57.14285714	42.85714286	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	5	2	9	2	NA	4	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
dop	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dor	28.57142857	71.42857143	10.52631579	84.21052632	5.263157895	NA	83.33333333	16.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	2	16	1	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dos	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dot	50	50	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	8	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dov	40	60	3.125	90.625	6.25	NA	28.57142857	71.42857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	6	1	29	2	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
doz	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dra	NA	100	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dri	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dro	NA	100	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dub	NA	100	50	NA	50	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	1	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
duc	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
due	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dun	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
duo	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dur	20	80	9.090909091	72.72727273	18.18181818	NA	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	1	8	2	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebb	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebr	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ecc	NA	100	NA	23.07692308	76.92307692	NA	92.30769231	7.692307692	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	10	NA	12	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ecl	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eco	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	6	NA	NA	NA	NA	NA	NA	NA	NA
ede	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
edi	NA	NA	NA	NA	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
edu	NA	NA	NA	NA	NA	14.28571429	85.71428571	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
eff	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	100	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	7	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA
egi	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
egl	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ego	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ehi	NA	100	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ela	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ele	NA	NA	NA	100	NA	NA	63.33333333	36.66666667	NA	11.11111111	33.33333333	55.55555556	NA	NA	25	75	NA	NA	100	NA	NA	NA	NA	7	NA	NA	19	11	NA	1	3	5	NA	NA	1	3	NA	NA	1	NA
eli	NA	NA	NA	NA	NA	NA	33.33333333	66.66666667	NA	16.66666667	50	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	1	3	2	NA	NA	NA	NA	NA	NA	NA	NA
elm	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ema	NA	NA	50	50	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eme	NA	NA	NA	100	NA	NA	66.66666667	33.33333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	6	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
emi	NA	NA	NA	NA	NA	NA	83.33333333	16.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
emo	NA	NA	100	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	1	NA
enc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA
ene	NA	NA	NA	NA	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eni	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eno	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ent	16.66666667	83.33333333	11.11111111	77.77777778	11.11111111	NA	80	20	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	2	14	2	NA	8	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
enu	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
epi	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
epo	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
epp	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
equ	NA	NA	NA	NA	NA	NA	60	40	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
era	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
erb	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	6	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ere	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	75	NA	25	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	1	NA	1	NA	NA	NA	NA	NA
erm	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ero	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
err	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eru	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
esa	NA	100	NA	100	NA	20	60	20	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	1	NA	7	NA	2	6	2	NA	NA	14	NA	NA	NA	1	NA	NA	NA	NA	NA
esc	NA	NA	14.28571429	85.71428571	NA	NA	66.66666667	33.33333333	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	1	6	NA	NA	6	3	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA
ese	NA	NA	16.66666667	83.33333333	NA	6.25	75	18.75	NA	10	70	10	10	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	1	5	NA	1	12	3	NA	1	7	1	1	NA	2	1	NA	NA	NA	NA
esi	NA	NA	18.18181818	72.72727273	9.090909091	4	80	16	NA	NA	46.15384615	53.84615385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	8	1	1	20	4	NA	NA	6	7	NA	NA	NA	NA	NA	NA	NA	NA
esp	NA	NA	8	92	NA	NA	60	40	NA	NA	62.5	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	23	NA	NA	18	12	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA
ess	8.333333333	91.66666667	NA	40	60	NA	57.14285714	42.85714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	22	NA	10	15	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
est	NA	NA	NA	90	10	12.5	31.25	56.25	NA	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	3	2	5	9	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA
eta	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ete	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eti	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
etr	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ett	NA	100	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eur	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
eva	NA	NA	NA	100	NA	33.33333333	NA	66.66666667	NA	NA	66.66666667	NA	33.33333333	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	2	NA	NA	2	NA	1	NA	1	NA	NA	NA	NA	NA
eve	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
evi	NA	NA	50	NA	50	14.28571429	78.57142857	NA	7.142857143	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	1	NA	1	2	11	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
evo	NA	100	NA	NA	NA	NA	50	50	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
evv	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ext	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
fab	NA	100	20	20	60	NA	87.5	NA	12.5	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	3	NA	7	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
fac	NA	100	11.11111111	66.66666667	22.22222222	33.33333333	33.33333333	33.33333333	NA	NA	33.33333333	33.33333333	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	2	1	6	2	1	1	1	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA
fag	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fal	25	75	NA	100	NA	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	9	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAL	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
