4lett	%ULT_Tk	%PULT_Tk	%APULT_Tk	%PAPULT_Tk	nULT_Tk	nPULT_Tk	nAPULT_Tk	nPAPULT_Tk
delf	0	100	0	0	0	17	0	0
deli	0	100	0	0	0	59	0	0
delt	0	100	0	0	0	9	0	0
delu	0	86.2068965517241	13.7931034482759	0	0	25	4	0
demo	0	0	100	0	0	0	12	0
dena	0	6.66666666666667	93.3333333333333	0	0	5	70	0
dens	34.7826086956522	65.2173913043478	0	0	8	15	0	0
dent	0	100	0	0	0	308	0	0
depo	0	40.2597402597403	49.3506493506493	10.3896103896104	0	31	38	8
deri	0	82.1428571428571	17.8571428571429	0	0	23	5	0
deru	0	100	0	0	0	14	0	0
desc	0	75.2380952380952	22.8571428571429	1.9047619047619	0	79	24	2
dese	0	100	0	0	0	58	0	0
desi	1.03092783505155	61.8556701030928	32.9896907216495	4.12371134020619	1	60	32	4
deso	0	100	0	0	0	9	0	0
dest	2.08333333333333	97.2222222222222	0.694444444444444	0	3	140	1	0
dete	2.38095238095238	78.5714285714286	11.9047619047619	7.14285714285714	1	33	5	3
detr	0	100	0	0	0	7	0	0
dett	0	100	0	0	0	18	0	0
deva	0	83.3333333333333	16.6666666666667	0	0	5	1	0
diab	0	0	100	0	0	0	6	0
dial	0	17.3913043478261	82.6086956521739	0	0	4	19	0
diam	0	100	0	0	0	39	0	0
diar	0	100	0	0	0	16	0	0
diav	0	3.57142857142857	96.4285714285714	0	0	1	27	0
dice	0	100	0	0	0	30	0	0
dich	5.26315789473684	94.7368421052632	0	0	1	18	0	0
dici	0	100	0	0	0	11	0	0
dida	0	0	100	0	0	0	8	0
diec	0	100	0	0	0	122	0	0
diet	0	100	0	0	0	152	0	0
difa	0	100	0	0	0	9	0	0
dife	0	60	40	0	0	51	34	0
diff	10.9649122807018	49.1228070175439	39.9122807017544	0	25	112	91	0
diga	0	100	0	0	0	3	0	0
dige	0	100	0	0	0	19	0	0
dign	100	0	0	0	7	0	0	0
dila	25	75	0	0	1	3	0	0
dili	0	100	0	0	0	6	0	0
dilu	0	100	0	0	0	6	0	0
dima	20	80	0	0	1	4	0	0
dime	6.25	81.8181818181818	11.3636363636364	0.568181818181818	11	144	20	1
dimi	9.09090909090909	81.8181818181818	9.09090909090909	0	1	9	1	0
dimo	12.6984126984127	76.1904761904762	9.52380952380952	1.58730158730159	8	48	6	1
dina	0	66.6666666666667	33.3333333333333	0	0	10	5	0
dino	0	100	0	0	0	14	0	0
dint	0	100	0	0	0	8	0	0
dipe	0	75	25	0	0	9	3	0
dipi	0	70	30	0	0	28	12	0
dipl	0	100	0	0	0	4	0	0
dire	0	91.3746630727763	8.62533692722372	0	0	1356	128	0
diri	0	83.7606837606838	16.2393162393162	0	0	98	19	0
diro	0	100	0	0	0	4	0	0
disa	0	100	0	0	0	30	0	0
disb	0	100	0	0	0	3	0	0
disc	0	79.8816568047337	20.1183431952663	0	0	135	34	0
dise	2.22222222222222	92.5925925925926	5.18518518518519	0	6	250	14	0
disf	0	77.7777777777778	22.2222222222222	0	0	7	2	0
disg	0	100	0	0	0	29	0	0
diso	0	33.3333333333333	66.6666666666667	0	0	6	12	0
disp	0.454545454545455	91.8181818181818	7.27272727272727	0.454545454545455	1	202	16	1
diss	20	80	0	0	1	4	0	0
dist	0.626959247648903	81.5047021943574	17.8683385579937	0	2	260	57	0
disu	0	100	0	0	0	3	0	0
dito	0	100	0	0	0	2	0	0
ditt	0	100	0	0	0	7	0	0
diva	0	100	0	0	0	10	0	0
dive	6.4968152866242	83.5668789808917	9.93630573248408	0	51	656	78	0
divi	0.884955752212389	81.4159292035398	17.6991150442478	0	1	92	20	0
divo	14.2857142857143	85.7142857142857	0	0	4	24	0	0
docc	0	100	0	0	0	8	0	0
doci	0	0	100	0	0	0	3	0
docu	0	100	0	0	0	31	0	0
dodi	0	0	100	0	0	0	53	0
dolc	0	93.8271604938272	6.17283950617284	0	0	152	10	0
dole	33.3333333333333	50	16.6666666666667	0	2	3	1	0
doll	0	4.16666666666667	95.8333333333333	0	0	4	92	0
dolo	0	100	0	0	0	31	0	0
doma	13.968253968254	81.9047619047619	4.12698412698413	0	44	258	13	0
dome	0	0	100	0	0	0	82	0
domi	0	79.4117647058823	17.6470588235294	2.94117647058824	0	27	6	1
dona	8.33333333333333	70.8333333333333	20.8333333333333	0	2	17	5	0
dond	0	44	56	0	0	11	14	0
donn	0	100	0	0	0	168	0	0
dopp	0	100	0	0	0	17	0	0
dora	0	100	0	0	0	23	0	0
dorm	5.52995391705069	82.9493087557604	11.5207373271889	0	12	180	25	0
dors	0	100	0	0	0	14	0	0
doss	0	100	0	0	0	5	0	0
dota	0	100	0	0	0	28	0	0
dott	33.3333333333333	66.6666666666667	0	0	19	38	0	0
dove	7.78523489932886	76.3758389261745	15.8389261744966	0	58	569	118	0
dovu	0	100	0	0	0	19	0	0
dozz	0	100	0	0	0	16	0	0
drag	0	100	0	0	0	15	0	0
dram	0	36.3636363636364	63.6363636363636	0	0	4	7	0
drii	0	100	0	0	0	10	0	0
drit	0	100	0	0	0	19	0	0
driz	0	100	0	0	0	5	0	0
drog	0	91.6666666666667	8.33333333333333	0	0	11	1	0
dubb	0	100	0	0	0	36	0	0
dubi	10	50	40	0	1	5	4	0
duca	0	100	0	0	0	5	0	0
duec	0	100	0	0	0	30	0	0
duem	0	100	0	0	0	19	0	0
dunq	0	100	0	0	0	113	0	0
duom	0	100	0	0	0	8	0	0
dura	2.06896551724138	94.4827586206897	3.44827586206897	0	3	137	5	0
duro	0	0	100	0	0	0	3	0
ebbe	0	100	0	0	0	32	0	0
ebre	0	100	0	0	0	14	0	0
ecce	0	78.3783783783784	21.6216216216216	0	0	58	16	0
ecci	0	100	0	0	0	16	0	0
ecco	0	0	100	0	0	0	201	0
ecli	0	100	0	0	0	10	0	0
ecol	0	53.3333333333333	46.6666666666667	0	0	8	7	0
econ	0	40.9090909090909	59.0909090909091	0	0	9	13	0
eder	0	0	100	0	0	0	7	0
edic	0	0	100	0	0	0	13	0
edif	0	100	0	0	0	23	0	0
ediz	0	100	0	0	0	21	0	0
educ	2.85714285714286	97.1428571428571	0	0	1	34	0	0
effe	0	98.6842105263158	1.31578947368421	0	0	75	1	0
effi	0	88.8888888888889	11.1111111111111	0	0	8	1	0
egiz	0	100	0	0	0	23	0	0
egoi	0	100	0	0	0	5	0	0
ehil	100	0	0	0	5	0	0	0
elas	0	0	100	0	0	0	8	0
elef	0	100	0	0	0	83	0	0
eleg	0	75.609756097561	24.390243902439	0	0	31	10	0
elem	0	95.4198473282443	4.58015267175572	0	0	125	6	0
elen	0	95.5555555555556	4.44444444444444	0	0	43	2	0
elet	11.25	7.5	81.25	0	9	6	65	0
elev	0	93.3333333333333	6.66666666666667	0	0	14	1	0
elez	0	100	0	0	0	6	0	0
elic	0	0	100	0	0	0	11	0
elim	5.55555555555556	77.7777777777778	16.6666666666667	0	1	14	3	0
eman	20	60	20	0	1	3	1	0
emer	0	90.3225806451613	9.67741935483871	0	0	28	3	0
emet	0	73.0769230769231	26.9230769230769	0	0	19	7	0
emig	0	93.75	6.25	0	0	15	1	0
emis	0	100	0	0	0	7	0	0
emoz	2.63157894736842	94.7368421052632	2.63157894736842	0	1	36	1	0
enci	0	100	0	0	0	11	0	0
ener	0	88.4615384615385	11.5384615384615	0	0	69	9	0
enig	0	100	0	0	0	8	0	0
enor	0	100	0	0	0	85	0	0
entr	13.5204081632653	78.3163265306122	8.16326530612245	0	53	307	32	0
entu	0	100	0	0	0	39	0	0
enun	0	100	0	0	0	14	0	0
epis	0	100	0	0	0	15	0	0
epoc	0	0	100	0	0	0	37	0
eppu	0	100	0	0	0	44	0	0
equi	0	82.8947368421053	17.1052631578947	0	0	63	13	0
erba	0	100	0	0	0	15	0	0
erbo	0	100	0	0	0	9	0	0
ered	0	93.3333333333333	0	6.66666666666667	0	14	0	1
erme	0	100	0	0	0	5	0	0
erod	0	100	0	0	0	12	0	0
eroi	0	100	0	0	0	3	0	0
eros	0	100	0	0	0	7	0	0
erro	0	100	0	0	0	39	0	0
eruz	0	100	0	0	0	7	0	0
esag	0	84.2105263157895	15.7894736842105	0	0	16	3	0
esam	6.66666666666667	93.3333333333333	0	0	2	28	0	0
esat	0	100	0	0	0	92	0	0
esau	8.33333333333333	91.6666666666667	0	0	1	11	0	0
esch	0	100	0	0	0	7	0	0
escl	45.7364341085271	47.2868217054264	6.97674418604651	0	59	61	9	0
esec	0	100	0	0	0	8	0	0
eseg	12.1951219512195	78.0487804878049	9.75609756097561	0	5	32	4	0
esem	0	100	0	0	0	217	0	0
eser	1.25	63.75	32.5	2.5	1	51	26	2
esib	18.1818181818182	54.5454545454545	27.2727272727273	0	2	6	3	0
esig	0	94.1176470588235	5.88235294117647	0	0	16	1	0
esil	0	100	0	0	0	4	0	0
esis	1.93548387096774	56.1290322580645	41.9354838709677	0	3	87	65	0
esit	19.2307692307692	65.3846153846154	15.3846153846154	0	5	17	4	0
espa	0	91.304347826087	8.69565217391304	0	0	21	2	0
espe	0	98.2142857142857	1.78571428571429	0	0	110	2	0
espl	5.40540540540541	86.4864864864865	8.10810810810811	0	2	32	3	0
espo	6.25	81.25	12.5	0	1	13	2	0
espr	0	76.3440860215054	23.6559139784946	0	0	71	22	0
esse	0	55.4206662902315	44.5793337097685	0	0	1963	1579	0
esta	0	100	0	0	0	108	0	0
este	0	77.5	22.5	0	0	62	18	0
esti	4	80	16	0	1	20	4	0
estr	18.2926829268293	65.8536585365854	15.8536585365854	0	15	54	13	0
eter	0	100	0	0	0	9	0	0
etic	0	100	0	0	0	7	0	0
etru	0	100	0	0	0	48	0	0
etto	0	0	100	0	0	0	17	0
euro	0	100	0	0	0	37	0	0
evad	25	25	50	0	1	1	2	0
evap	0	46.1538461538462	34.6153846153846	19.2307692307692	0	12	9	5
even	0	100	0	0	0	14	0	0
evid	0	100	0	0	0	43	0	0
evit	6.52173913043478	67.3913043478261	21.7391304347826	4.34782608695652	3	31	10	2
evol	0	85	15	0	0	17	3	0
evvi	0	100	0	0	0	58	0	0
extr	0	100	0	0	0	6	0	0
fabb	1.20481927710843	43.3734939759036	51.8072289156626	3.6144578313253	1	36	43	3
facc	0	100	0	0	0	117	0	0
fach	0	100	0	0	0	6	0	0
faci	3.42465753424658	19.1780821917808	76.7123287671233	0.684931506849315	5	28	112	1
faco	100	0	0	0	6	0	0	0
fagi	0	100	0	0	0	4	0	0
fago	0	100	0	0	0	7	0	0
falc	6.25	93.75	0	0	1	15	0	0
fale	0	100	0	0	0	18	0	0
fall	0	100	0	0	0	25	0	0
FALS	0	100	0	0	0	35	0	0
fami	0	100	0	0	0	201	0	0
famo	0	98.7179487179487	1.28205128205128	0	0	77	1	0
fanc	0	100	0	0	0	66	0	0
fang	0	100	0	0	0	22	0	0
fann	0	100	0	0	0	4	0	0
fant	0	58.75	41.25	0	0	94	66	0
fara	0	100	0	0	0	27	0	0
fare	0	90.1693063899508	9.77607864554888	0.0546149645002731	0	1651	179	1
farf	0	100	0	0	0	70	0	0
fari	0	100	0	0	0	29	0	0
farm	0	100	0	0	0	11	0	0
fasc	0	69.4444444444444	30.5555555555556	0	0	25	11	0
fast	0	100	0	0	0	16	0	0
fata	0	100	0	0	0	18	0	0
fati	0	98.936170212766	1.06382978723404	0	0	93	1	0
fatt	0	100	0	0	0	187	0	0
faun	0	100	0	0	0	2	0	0
favo	2.42424242424242	59.3939393939394	38.1818181818182	0	4	98	63	0
fazz	0	100	0	0	0	26	0	0
febb	0	100	0	0	0	23	0	0
fede	0	92.3076923076923	7.69230769230769	0	0	24	2	0
fega	0	0	100	0	0	0	15	0
feli	14.7239263803681	85.2760736196319	0	0	24	139	0	0
felp	0	100	0	0	0	1	0	0
felt	0	100	0	0	0	10	0	0
femm	0	46.5116279069767	53.4883720930233	0	0	20	23	0
feni	0	100	0	0	0	12	0	0
feno	0	0	100	0	0	0	24	0
feri	0	93.1818181818182	6.81818181818182	0	0	41	3	0
ferm	11.5151515151515	78.1818181818182	10.3030303030303	0	38	258	34	0
fero	0	92.5925925925926	7.40740740740741	0	0	25	2	0
ferr	0	100	0	0	0	94	0	0
fess	0	100	0	0	0	9	0	0
fest	0	89.9280575539568	10.0719424460432	0	0	125	14	0
fett	0	100	0	0	0	22	0	0
fiab	0	100	0	0	0	24	0	0
fiam	0	77.6119402985075	22.3880597014925	0	0	52	15	0
fian	0	100	0	0	0	60	0	0
fias	0	100	0	0	0	8	0	0
fiat	0	100	0	0	0	30	0	0
fibr	0	100	0	0	0	10	0	0
ficc	36.3636363636364	54.5454545454545	9.09090909090909	0	4	6	1	0
fico	0	100	0	0	0	5	0	0
fida	4.76190476190476	83.3333333333333	11.9047619047619	0	2	35	5	0
fidu	0	100	0	0	0	21	0	0
fien	0	100	0	0	0	11	0	0
fier	0	97.3684210526316	2.63157894736842	0	0	37	1	0
figl	0.374531835205993	99.625468164794	0	0	1	266	0	0
figu	0	82.1782178217822	17.8217821782178	0	0	83	18	0
fila	1.78571428571429	94.6428571428571	3.57142857142857	0	1	53	2	0
fili	0	100	0	0	0	8	0	0
film	0	100	0	0	0	2	0	0
filo	0	0	100	0	0	0	5	0
filt	0	87.5	12.5	0	0	7	1	0
fina	0	100	0	0	0	191	0	0
finc	100	0	0	0	58	0	0	0
fine	0	100	0	0	0	176	0	0
fing	2.77777777777778	61.1111111111111	36.1111111111111	0	1	22	13	0
fini	3.71428571428571	88	8.28571428571428	0	13	308	29	0
fino	0	94.4444444444444	5.55555555555556	0	0	17	1	0
fint	0	100	0	0	0	21	0	0
fioc	0	100	0	0	0	19	0	0
fion	0	100	0	0	0	8	0	0
fior	0	98.5714285714286	1.42857142857143	0	0	276	4	0
firm	12.5	79.1666666666667	8.33333333333333	0	3	19	2	0
fisc	14.2857142857143	83.9285714285714	1.78571428571429	0	8	47	1	0
fisi	0	0	100	0	0	0	31	0
fiss	12.1621621621622	68.9189189189189	18.9189189189189	0	9	51	14	0
fitt	0	92.5925925925926	7.40740740740741	0	0	25	2	0
fium	0	99.2805755395683	0.719424460431655	0	0	138	1	0
fiut	0	100	0	0	0	10	0	0
flas	0	100	0	0	0	10	0	0
flau	0	100	0	0	0	16	0	0
flor	0	100	0	0	0	10	0	0
flot	0	100	0	0	0	9	0	0
fluo	0	100	0	0	0	1	0	0
foca	0	100	0	0	0	4	0	0
foco	0	100	0	0	0	6	0	0
fode	0	0	100	0	0	0	7	0
fogl	0	100	0	0	0	230	0	0
foll	0	100	0	0	0	37	0	0
folt	0	100	0	0	0	18	0	0
fond	0.558659217877095	92.7374301675978	6.70391061452514	0	1	166	12	0
font	0	100	0	0	0	50	0	0
fora	0	100	0	0	0	11	0	0
forb	0	0	100	0	0	0	7	0
forc	0	100	0	0	0	10	0	0
fore	0	100	0	0	0	132	0	0
form	1.2	78.8	20	0	6	394	100	0
forn	2.5974025974026	85.7142857142857	11.6883116883117	0	2	66	9	0
foro	0	100	0	0	0	2	0	0
fors	0	100	0	0	0	342	0	0
fort	0	98.3516483516484	1.64835164835165	0	0	358	6	0
forz	0	100	0	0	0	245	0	0
fosf	0	100	0	0	0	2	0	0
foss	0	46.8085106382979	53.1914893617021	0	0	22	25	0
foto	1.17647058823529	68.2352941176471	30.5882352941176	0	1	58	26	0
frac	0	100	0	0	0	7	0	0
frad	0	0	100	0	0	0	8	0
frag	0	12.962962962963	87.037037037037	0	0	7	47	0
fram	0	100	0	0	0	16	0	0
fran	0	100	0	0	0	93	0	0
fras	0	100	0	0	0	190	0	0
frat	0	100	0	0	0	214	0	0
fraz	0	100	0	0	0	14	0	0
frec	0	100	0	0	0	50	0	0
fred	0	98.0519480519481	1.94805194805195	0	0	151	3	0
freg	33.3333333333333	66.6666666666667	0	0	1	2	0	0
fren	0	100	0	0	0	18	0	0
freq	0	90.6976744186046	9.30232558139535	0	0	39	4	0
fres	0	100	0	0	0	78	0	0
fret	0	100	0	0	0	84	0	0
frig	0	27.7777777777778	72.2222222222222	0	0	5	13	0
frit	0	100	0	0	0	15	0	0
friz	0	100	0	0	0	5	0	0
fron	0	100	0	0	0	79	0	0
frot	0	0	100	0	0	0	6	0
frug	10	90	0	0	1	9	0	0
frum	0	100	0	0	0	13	0	0
frus	0	100	0	0	0	5	0	0
frut	0	95.2	4.8	0	0	119	6	0
fuci	0	100	0	0	0	11	0	0
fuga	0	100	0	0	0	4	0	0
fugg	13.7614678899083	75.2293577981651	11.0091743119266	0	15	82	12	0
fulm	5.88235294117647	23.5294117647059	70.5882352941177	0	1	4	12	0
fuma	0	93.3333333333333	6.66666666666667	0	0	14	1	0
fume	0	100	0	0	0	61	0	0
fune	0	100	0	0	0	11	0	0
fung	0	100	0	0	0	44	0	0
funi	0	100	0	0	0	3	0	0
funz	2.38095238095238	88.8888888888889	8.73015873015873	0	3	112	11	0
fuoc	0	100	0	0	0	161	0	0
fuor	0	100	0	0	0	327	0	0
furb	0	95.4545454545455	4.54545454545455	0	0	21	1	0
furf	0	100	0	0	0	17	0	0
furg	0	100	0	0	0	18	0	0
furi	0	100	0	0	0	52	0	0
furt	0	100	0	0	0	19	0	0
fust	0	100	0	0	0	18	0	0
futu	0	100	0	0	0	55	0	0
gabb	0	100	0	0	0	74	0	0
gabi	0	100	0	0	0	3	0	0
gala	0	100	0	0	0	25	0	0
gale	0	100	0	0	0	9	0	0
gall	0.892857142857143	95.5357142857143	3.57142857142857	0	1	107	4	0
galo	13.3333333333333	86.6666666666667	0	0	2	13	0	0
gamb	0	89.6969696969697	10.3030303030303	0	0	148	17	0
gara	5.26315789473684	84.2105263157895	10.5263157894737	0	1	16	2	0
gare	14.2857142857143	71.4285714285714	14.2857142857143	0	1	5	1	0
garo	0	0	100	0	0	0	6	0
gatt	0	100	0	0	0	265	0	0
gela	0	100	0	0	0	46	0	0
geli	0	0	100	0	0	0	12	0
gelo	0	100	0	0	0	17	0	0
geme	0	96.969696969697	3.03030303030303	0	0	32	1	0
gemm	0	100	0	0	0	11	0	0
gene	2.97029702970297	55.9405940594059	41.0891089108911	0	6	113	83	0
geni	0	100	0	0	0	114	0	0
genn	0	100	0	0	0	24	0	0
gent	0	98.6970684039088	1.30293159609121	0	0	303	4	0
geog	0	43.1818181818182	56.8181818181818	0	0	19	25	0
geom	0	100	0	0	0	2	0	0
germ	0	100	0	0	0	23	0	0
gess	0	100	0	0	0	8	0	0
gest	0	100	0	0	0	35	0	0
gett	24.0963855421687	59.0361445783133	16.8674698795181	0	20	49	14	0
ghep	0	100	0	0	0	5	0	0
ghia	0	100	0	0	0	74	0	0
ghir	0	100	0	0	0	28	0	0
giac	0	94.7368421052632	5.26315789473684	0	0	54	3	0
gial	0	100	0	0	0	146	0	0
giap	0	100	0	0	0	22	0	0
giar	0	100	0	0	0	172	0	0
giga	0	100	0	0	0	83	0	0
gigl	0	100	0	0	0	14	0	0
ginn	0	0	100	0	0	0	18	0
gino	0	100	0	0	0	28	0	0
gioc	1.47540983606557	90.1639344262295	8.36065573770492	0	9	550	51	0
gioi	0	100	0	0	0	113	0	0
gior	0	100	0	0	0	1141	0	0
gios	0	100	0	0	0	8	0	0
giov	10.7317073170732	18.5365853658537	70.7317073170732	0	22	38	145	0
gira	1	85	14	0	1	85	14	0
gire	0	100	0	0	0	3	0	0
giri	0	100	0	0	0	4	0	0
giro	0	87.5	12.5	0	0	14	2	0
giub	0	100	0	0	0	1	0	0
giud	0	50	48.4375	1.5625	0	32	31	1
giug	0	100	0	0	0	28	0	0
giun	0	76.510067114094	23.489932885906	0	0	114	35	0
giur	4.16666666666667	83.3333333333333	12.5	0	1	20	3	0
gius	0	98.5507246376812	0.966183574879227	0.483091787439614	0	204	2	1
glac	0	100	0	0	0	8	0	0
glie	0	100	0	0	0	19	0	0
glob	0	0	100	0	0	0	17	0
glor	0	100	0	0	0	21	0	0
gnoc	0	100	0	0	0	2	0	0
gnom	0	100	0	0	0	48	0	0
gobb	0	100	0	0	0	8	0	0
gocc	0	100	0	0	0	63	0	0
gode	9.52380952380952	76.1904761904762	14.2857142857143	0	2	16	3	0
golf	0	100	0	0	0	14	0	0
golo	0	100	0	0	0	23	0	0
gomi	0	0	100	0	0	0	30	0
gomm	0	100	0	0	0	33	0	0
gond	0	0	100	0	0	0	2	0
gonf	5.55555555555556	88.8888888888889	5.55555555555556	0	2	32	2	0
gonn	0	100	0	0	0	12	0	0
gori	0	100	0	0	0	9	0	0
gove	0	97.4358974358974	2.56410256410256	0	0	38	1	0
grac	0	76.9230769230769	23.0769230769231	0	0	10	3	0
grad	0	93.0434782608696	6.95652173913043	0	0	107	8	0
graf	0	90	10	0	0	9	1	0
gram	0	60	40	0	0	27	18	0
gran	0.891089108910891	97.9207920792079	1.18811881188119	0	9	989	12	0
grap	0	7.69230769230769	92.3076923076923	0	0	1	12	0
gras	0	100	0	0	0	64	0	0
grat	8.33333333333333	87.5	4.16666666666667	0	4	42	2	0
grav	15.3846153846154	76.9230769230769	7.69230769230769	0	8	40	4	0
graz	0	99.6563573883162	0.343642611683849	0	0	290	1	0
grec	0	100	0	0	0	70	0	0
greg	0	100	0	0	0	7	0	0
grem	0	100	0	0	0	20	0	0
grez	0	100	0	0	0	7	0	0
grid	32.1782178217822	59.4059405940594	8.41584158415842	0	65	120	17	0
grig	0	100	0	0	0	49	0	0
gril	0	100	0	0	0	11	0	0
gron	0	100	0	0	0	1	0	0
grop	0	100	0	0	0	6	0	0
gros	0	100	0	0	0	215	0	0
grot	0	100	0	0	0	44	0	0
grrr	0	100	0	0	0	14	0	0
grup	0	100	0	0	0	104	0	0
guad	2.04081632653061	91.8367346938776	6.12244897959184	0	1	45	3	0
guai	0	100	0	0	0	23	0	0
guan	0	100	0	0	0	36	0	0
guar	8.03212851405623	83.4002677376171	8.29986613119143	0.267737617135207	60	623	62	2
guas	12.5	81.25	6.25	0	2	13	1	0
guer	0	100	0	0	0	129	0	0
guid	1.69491525423729	94.9152542372881	3.38983050847458	0	1	56	2	0
guin	0	100	0	0	0	7	0	0
gusc	0	100	0	0	0	19	0	0
gust	0	95.6521739130435	4.34782608695652	0	0	44	2	0
hobb	0	100	0	0	0	7	0	0
hote	100	0	0	0	10	0	0	0
idea	0	100	0	0	0	33	0	0
iden	53.3333333333333	0	46.6666666666667	0	8	0	7	0
idol	0	0	100	0	0	0	4	0
idro	0	0	100	0	0	0	9	0
igie	0	0	100	0	0	0	5	0
igna	0	100	0	0	0	6	0	0
igno	14.2857142857143	71.4285714285714	14.2857142857143	0	1	5	1	0
illu	2.36686390532544	85.7988165680473	9.46745562130178	2.36686390532544	4	145	16	4
imba	5.55555555555556	77.7777777777778	16.6666666666667	0	3	42	9	0
imbi	0	100	0	0	0	7	0	0
imbo	14.2857142857143	85.7142857142857	0	0	1	6	0	0
imbr	0	100	0	0	0	27	0	0
imit	0	73.9130434782609	17.3913043478261	8.69565217391304	0	17	4	2
imma	0.558659217877095	44.1340782122905	55.3072625698324	0	1	79	99	0
imme	1.05263157894737	94.7368421052632	4.21052631578947	0	1	90	4	0
immi	0	100	0	0	0	6	0	0
immo	0	12.5	87.5	0	0	3	21	0
impa	3.78378378378378	87.5675675675676	8.64864864864865	0	7	162	16	0
impe	2	80.5	17.5	0	4	161	35	0
impi	5.19480519480519	92.2077922077922	2.5974025974026	0	4	71	2	0
impl	14.2857142857143	57.1428571428571	28.5714285714286	0	1	4	2	0
impo	0	75.7188498402556	24.2811501597444	0	0	237	76	0
impr	1.42857142857143	97.1428571428571	1.42857142857143	0	3	204	3	0
impu	0	94.4444444444444	5.55555555555556	0	0	17	1	0
inau	0	100	0	0	0	11	0	0
inca	0.78740157480315	62.2047244094488	36.2204724409449	0.78740157480315	1	79	46	1
ince	2.5	95	2.5	0	1	38	1	0
inch	2.22222222222222	88.8888888888889	8.88888888888889	0	1	40	4	0
inci	0	94.9152542372881	5.08474576271187	0	0	56	3	0
inco	15.2777777777778	70.3703703703704	14.3518518518519	0	33	152	31	0
incr	0	26.8292682926829	73.1707317073171	0	0	22	60	0
incu	0	30.7692307692308	69.2307692307692	0	0	8	18	0
inda	2.77777777777778	36.1111111111111	61.1111111111111	0	1	13	22	0
inde	0	100	0	0	0	3	0	0
indi	3.7037037037037	64.1975308641975	31.0699588477366	1.02880658436214	18	312	151	5
indo	3.77358490566038	88.6792452830189	7.54716981132075	0	4	94	8	0
indu	0	100	0	0	0	59	0	0
infa	0	96.0199004975124	3.98009950248756	0	0	193	8	0
infe	0	100	0	0	0	58	0	0
infi	4.82758620689655	91.0344827586207	4.13793103448276	0	7	132	6	0
infl	0	100	0	0	0	10	0	0
info	2.66666666666667	92	5.33333333333333	0	2	69	4	0
infr	0	80	20	0	0	4	1	0
infu	23.5294117647059	76.4705882352941	0	0	4	13	0	0
inga	0	100	0	0	0	9	0	0
inge	9.67741935483871	90.3225806451613	0	0	3	28	0	0
ingh	13.3333333333333	86.6666666666667	0	0	2	13	0	0
ingi	10.5263157894737	68.4210526315789	21.0526315789474	0	2	13	4	0
ingl	0	100	0	0	0	95	0	0
ingo	0	94.1176470588235	5.88235294117647	0	0	16	1	0
ingr	0	96.2025316455696	3.79746835443038	0	0	76	3	0
inin	0	100	0	0	0	5	0	0
iniz	5.88235294117647	88.8235294117647	5.29411764705882	0	10	151	9	0
inna	6.55737704918033	85.2459016393443	8.19672131147541	0	4	52	5	0
inne	0	100	0	0	0	3	0	0
inno	0	60	40	0	0	9	6	0
inol	1.69491525423729	91.5254237288136	6.77966101694915	0	1	54	4	0
inon	0	100	0	0	0	6	0	0
inqu	0	95.2380952380952	4.76190476190476	0	0	20	1	0
insa	0	100	0	0	0	13	0	0
inse	6.06060606060606	82.6839826839827	11.2554112554113	0	14	191	26	0
insi	0.865800865800866	97.8354978354978	1.2987012987013	0	2	226	3	0
inso	0	74.4897959183673	25.5102040816327	0	0	73	25	0
inst	0	100	0	0	0	7	0	0
insu	25	75	0	0	1	3	0	0
inta	0	100	0	0	0	162	0	0
inte	1.08695652173913	92.8571428571429	5.90062111801242	0.15527950310559	7	598	38	1
inti	5.55555555555556	50	44.4444444444444	0	1	9	8	0
into	1.10497237569061	94.475138121547	4.41988950276243	0	2	171	8	0
intr	0	84.1269841269841	15.8730158730159	0	0	53	10	0
intu	16.6666666666667	75	8.33333333333333	0	2	9	1	0
inut	0	8.92857142857143	91.0714285714286	0	0	5	51	0
inva	0	89.2857142857143	10.7142857142857	0	0	50	6	0
inve	0.382409177820268	98.2791586998088	1.33843212237094	0	2	514	7	0
invi	6.47058823529412	76.4705882352941	17.0588235294118	0	11	130	29	0
inzu	0	100	0	0	0	3	0	0
ipot	0	0	100	0	0	0	27	0
ippo	0	0	100	0	0	0	8	0
irre	0	100	0	0	0	13	0	0
irri	20	70	0	10	2	7	0	1
iscr	3.33333333333333	60	36.6666666666667	0	1	18	11	0
isol	0	14.2857142857143	85.7142857142857	0	0	21	126	0
ispe	0	100	0	0	0	4	0	0
ispi	0	100	0	0	0	13	0	0
issa	0	66.6666666666667	33.3333333333333	0	0	6	3	0
ista	0	100	0	0	0	51	0	0
isti	0	100	0	0	0	20	0	0
istr	0	100	0	0	0	35	0	0
ital	0	100	0	0	0	86	0	0
itin	0	100	0	0	0	8	0	0
jean	0	100	0	0	0	4	0	0
jung	0	100	0	0	0	8	0	0
labb	0	100	0	0	0	28	0	0
labi	0	100	0	0	0	8	0	0
labo	0	100	0	0	0	21	0	0
lacc	0	100	0	0	0	3	0	0
lace	0	0	100	0	0	0	5	0
lacr	0	3.44827586206897	96.551724137931	0	0	1	28	0
ladr	0	100	0	0	0	82	0	0
lagg	100	0	0	0	44	0	0	0
lago	0	100	0	0	0	26	0	0
lagu	0	100	0	0	0	9	0	0
lame	4.76190476190476	85.7142857142857	9.52380952380952	0	2	36	4	0
