CV-structure	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk
CVVCVCVCV	0.052301255	71.60041841	27.61506276	0.732217573	1	1369	528	14
CVVCVCVCVV	0	100	0	0	0	9	0	0
CVVCVCVV	0	93.90243902	6.097560976	0	0	77	5	0
CVVCVCVVCCV	0	100	0	0	0	5	0	0
CVVCVCVVCV	0	100	0	0	0	656	0	0
CVVCVCVVCVV	0	100	0	0	0	161	0	0
CVVCVV	0	100	0	0	0	444	0	0
CVVCVVCCV	0	100	0	0	0	24	0	0
CVVCVVCV	0	98.83449883	1.165501166	0	0	424	5	0
CVVCVVCVCV	0	81.81818182	18.18181818	0	0	9	2	0
CVVCVVCVV	0	100	0	0	0	4	0	0
CVVCVVV	0	100	0	0	0	1	0	0
CVVCVVVCV	0	100	0	0	0	1	0	0
CVVVCCCVCV	0	100	0	0	0	11	0	0
CVVVCCV	0	100	0	0	0	11	0	0
CVVVCCVCV	0	20	80	0	0	5	20	0
CVVVCV	0	98.7804878	1.219512195	0	0	81	1	0
