4lett	%ULT_Tk	%PULT_Tk	%APULT_Tk	%PAPULT_Tk	nULT_Tk	nPULT_Tk	nAPULT_Tk	nPAPULT_Tk
diab	0	28.16901408	71.83098592	0	0	20	51	0
diac	0	33.33333333	66.66666667	0	0	2	4	0
diad	0	100	0	0	0	6	0	0
diaf	0	90.47619048	9.523809524	0	0	19	2	0
diag	0	45.05494505	53.84615385	1.098901099	0	41	49	1
dial	0	25.78125	74.21875	0	0	66	190	0
diam	0	89.62264151	10.37735849	0	0	95	11	0
dian	0.769230769	99.23076923	0	0	1	129	0	0
diap	0	83.33333333	16.66666667	0	0	10	2	0
diar	0	100	0	0	0	117	0	0
dias	0	0	100	0	0	0	10	0
diat	0	90	10	0	0	9	1	0
diav	0	2.352941176	97.64705882	0	0	4	166	0
diba	0	16.92913386	83.07086614	0	0	43	211	0
dibe	0	100	0	0	0	1	0	0
dica	0	100	0	0	0	23	0	0
dice	0	100	0	0	0	325	0	0
dich	0.088339223	97.08480565	2.826855124	0	1	1099	32	0
dici	0	89.75609756	10.24390244	0	0	184	21	0
dico	0	66.66666667	33.33333333	0	0	6	3	0
dida	0	21.62162162	78.37837838	0	0	16	58	0
didi	0	0	100	0	0	0	1	0
dido	0	100	0	0	0	2	0	0
didy	0	0	100	0	0	0	1	0
diec	0	100	0	0	0	820	0	0
dieg	0	100	0	0	0	87	0	0
dier	0	100	0	0	0	2	0	0
dies	0	100	0	0	0	32	0	0
diet	0.774443369	95.45014521	3.775411423	0	8	986	39	0
difa	0	100	0	0	0	29	0	0
dife	0.356379187	80.75552388	18.67426942	0.213827512	5	1133	262	3
diff	17.09558824	45.29411765	37.57352941	0.036764706	465	1232	1022	1
difr	0	100	0	0	0	3	0	0
diga	0	100	0	0	0	6	0	0
dige	1.052631579	95.78947368	3.157894737	0	1	91	3	0
digi	1.052631579	95.78947368	3.157894737	0	1	91	3	0
dign	63.38028169	36.61971831	0	0	90	52	0	0
digo	0	100	0	0	0	30	0	0
digr	0	85.71428571	14.28571429	0	0	12	2	0
dila	3.539823009	85.84070796	10.61946903	0	4	97	12	0
dile	0.724637681	88.4057971	10.86956522	0	1	122	15	0
dili	0	100	0	0	0	32	0	0
dill	0	100	0	0	0	1	0	0
dilu	3.389830508	88.13559322	8.474576271	0	2	52	5	0
dima	2.43902439	97.56097561	0	0	1	40	0	0
dime	2.770780856	86.64987406	9.571788413	1.007556675	33	1032	114	12
dimi	2.059496568	94.05034325	3.890160183	0	9	411	17	0
dimm	100	0	0	0	1	0	0	0
dimo	2.125506073	88.36032389	9.51417004	0	21	873	94	0
dina	1.915708812	66.2835249	31.80076628	0	5	173	83	0
dinc	0	100	0	0	0	6	0	0
ding	0	100	0	0	0	1	0	0
dini	0	100	0	0	0	8	0	0
dino	0	95.83333333	4.166666667	0	0	46	2	0
dint	0	100	0	0	0	68	0	0
dioc	0	35.29411765	64.70588235	0	0	12	22	0
diod	0	0	100	0	0	0	1	0
diog	0	0	100	0	0	0	4	0
dioi	0	0	100	0	0	0	1	0
diom	0	100	0	0	0	2	0	0
dion	0	66.66666667	33.33333333	0	0	8	4	0
dior	0	100	0	0	0	1	0	0
dios	0	0	100	0	0	0	1	0
diot	0	50	50	0	0	3	3	0
dipa	1.075268817	95.69892473	3.225806452	0	1	89	3	0
dipe	4.6875	85.24305556	10.06944444	0	27	491	58	0
dipi	0	84.74576271	15.25423729	0	0	200	36	0
dipl	0	49.16666667	50.83333333	0	0	118	122	0
dipo	0	100	0	0	0	1	0	0
dipr	0	100	0	0	0	2	0	0
dira	3.703703704	88.88888889	7.407407407	0	1	24	2	0
dire	0	92.15531795	7.844682048	0	0	8188	697	0
diri	0.530503979	93.83289125	5.636604775	0	8	1415	85	0
dirl	0	100	0	0	0	18	0	0
diro	0	100	0	0	0	64	0	0
dirt	0	100	0	0	0	2	0	0
diru	0	100	0	0	0	3	0	0
disa	0.315955766	92.89099526	6.793048973	0	2	588	43	0
disb	0	100	0	0	0	6	0	0
disc	1.336302895	81.91536748	16.74832962	0	30	1839	376	0
disd	0	68.42105263	31.57894737	0	0	26	12	0
dise	0.636942675	96.65605096	2.707006369	0	4	607	17	0
disf	0	94.04761905	5.952380952	0	0	79	5	0
disg	0	97.4522293	2.547770701	0	0	153	4	0
disi	0.384615385	96.53846154	3.076923077	0	1	251	8	0
disl	0	91.89189189	8.108108108	0	0	34	3	0
dism	0	98.07692308	1.923076923	0	0	51	1	0
disn	0	7.594936709	92.40506329	0	0	6	73	0
diso	2.37388724	74.18397626	23.4421365	0	8	250	79	0
disp	5.989686632	80.52360175	13.36771123	0.119000397	151	2030	337	3
disq	0	100	0	0	0	6	0	0
diss	0.254452926	91.85750636	7.37913486	0.508905852	1	361	29	2
dist	0.428816467	90.30874786	9.262435678	0	10	2106	216	0
disu	4.87804878	95.12195122	0	0	2	39	0	0
disv	0	100	0	0	0	4	0	0
dita	0	100	0	0	0	1	0	0
diti	0	0	100	0	0	0	1	0
ditt	0	98.45360825	1.546391753	0	0	191	3	0
diur	0	55.81395349	44.18604651	0	0	24	19	0
diva	1.863354037	97.51552795	0.621118012	0	3	157	1	0
dive	2.991202346	92.8054741	4.183773216	0.019550342	153	4747	214	1
divi	4.914285714	81.37142857	13.71428571	0	43	712	120	0
divo	1.145038168	96.5648855	2.290076336	0	3	253	6	0
divu	1.515151515	93.93939394	4.545454545	0	1	62	3	0
dizi	0	100	0	0	0	63	0	0
djaf	100	0	0	0	1	0	0	0
djam	0	100	0	0	0	1	0	0
djan	0	100	0	0	0	1	0	0
dobb	0	100	0	0	0	2	0	0
dobl	0	100	0	0	0	3	0	0
docc	0	100	0	0	0	63	0	0
doce	0	100	0	0	0	124	0	0
doci	21.05263158	21.05263158	57.89473684	0	4	4	11	0
docu	0	97.8021978	2.197802198	0	0	534	12	0
dode	0	66.66666667	33.33333333	0	0	4	2	0
dodi	0	8.487084871	91.51291513	0	0	23	248	0
doga	0	100	0	0	0	29	0	0
dogl	0	100	0	0	0	3	0	0
dogm	0	79.31034483	20.68965517	0	0	23	6	0
dolc	0	99.76905312	0.230946882	0	0	432	1	0
dole	3.846153846	90.38461538	5.769230769	0	2	47	3	0
doli	0	80	20	0	0	4	1	0
doll	0	0	100	0	0	0	394	0
dolo	0	99.55654102	0.44345898	0	0	449	2	0
dolp	0	100	0	0	0	1	0	0
doma	6.053811659	92.3019432	1.644245142	0	81	1235	22	0
dome	0	4.387990762	95.61200924	0	0	38	828	0
domi	1.481481481	81.2962963	13.88888889	3.333333333	8	439	75	18
domo	0	0	100	0	0	0	8	0
domp	0	100	0	0	0	1	0	0
domu	0	100	0	0	0	20	0	0
dona	2.904564315	95.02074689	2.074688797	0	7	229	5	0
dond	0	73.33333333	24.44444444	2.222222222	0	33	11	1
done	0	100	0	0	0	3	0	0
dong	0	100	0	0	0	14	0	0
doni	0	100	0	0	0	17	0	0
donl	100	0	0	0	1	0	0	0
donn	0	99.92072929	0.079270709	0	0	2521	2	0
dono	0	0	100	0	0	0	2	0
donz	0	100	0	0	0	6	0	0
dopa	0	100	0	0	0	2	0	0
dopo	17.14285714	82.14285714	0.714285714	0	24	115	1	0
dopp	0	99.77375566	0.226244344	0	0	441	1	0
dora	0	100	0	0	0	116	0	0
dore	0	100	0	0	0	27	0	0
dori	3.846153846	65.38461538	30.76923077	0	1	17	8	0
dorm	3.539823009	89.82300885	6.637168142	0	16	406	30	0
doro	0	100	0	0	0	9	0	0
dors	0	100	0	0	0	70	0	0
doru	0	100	0	0	0	1	0	0
dosa	0	100	0	0	0	28	0	0
doss	0	100	0	0	0	65	0	0
dost	0	100	0	0	0	2	0	0
dota	0.480769231	99.03846154	0.480769231	0	1	206	1	0
dott	53.16455696	46.83544304	0	0	294	259	0	0
dova	0	100	0	0	0	1	0	0
dove	9.79020979	72.71021661	17.4995736	0	574	4263	1026	0
dovi	0	100	0	0	0	8	0	0
dovu	0	100	0	0	0	96	0	0
dozz	0	100	0	0	0	49	0	0
drac	0	13.63636364	86.36363636	0	0	3	19	0
drag	3.571428571	96.42857143	0	0	2	54	0	0
drak	100	0	0	0	1	0	0	0
dram	2.355460385	48.60813704	49.03640257	0	11	227	229	0
drap	0	100	0	0	0	39	0	0
dras	0	23.80952381	76.19047619	0	0	15	48	0
drav	0	50	50	0	0	1	1	0
dren	0	100	0	0	0	18	0	0
dres	0	100	0	0	0	2	0	0
dria	0	0	100	0	0	0	2	0
drib	0	100	0	0	0	5	0	0
drit	0	100	0	0	0	92	0	0
driz	10	90	0	0	1	9	0	0
droe	0	100	0	0	0	1	0	0
drog	0	99.09090909	0.909090909	0	0	327	3	0
drom	0	100	0	0	0	2	0	0
dros	0	100	0	0	0	2	0	0
drud	0	100	0	0	0	4	0	0
drui	0	0	100	0	0	0	1	0
drus	0	100	0	0	0	1	0	0
dual	0	100	0	0	0	5	0	0
dubb	0	100	0	0	0	538	0	0
dubi	1.515151515	54.54545455	37.87878788	6.060606061	1	36	25	4
dubl	0	100	0	0	0	15	0	0
duca	0	100	0	0	0	35	0	0
ducc	0	100	0	0	0	2	0	0
duch	0	100	0	0	0	33	0	0
duec	0	100	0	0	0	118	0	0
duel	0	100	0	0	0	63	0	0
duem	0	100	0	0	0	115	0	0
duet	0	100	0	0	0	16	0	0
dugn	0	100	0	0	0	18	0	0
duil	0	100	0	0	0	13	0	0
duka	0	100	0	0	0	3	0	0
dulb	0	100	0	0	0	4	0	0
dulc	0	100	0	0	0	2	0	0
dunq	0	100	0	0	0	952	0	0
duom	0	100	0	0	0	114	0	0
duop	0	100	0	0	0	4	0	0
dupl	3.571428571	21.42857143	75	0	2	12	42	0
dura	3.110209601	94.65855308	2.231237323	0	46	1400	33	0
durb	0	100	0	0	0	2	0	0
dure	2	78	20	0	1	39	10	0
durh	100	0	0	0	3	0	0	0
duro	50	50	0	0	1	1	0	0
dutt	50	0	50	0	7	0	7	0
e'vo	0	0	100	0	0	0	2	0
eban	0	40	60	0	0	4	6	0
ebbe	0	100	0	0	0	92	0	0
ebbr	0	100	0	0	0	18	0	0
ebet	0	0	100	0	0	0	1	0
ebne	100	0	0	0	1	0	0	0
ebol	0	73.91304348	26.08695652	0	0	17	6	0
ebra	0	5.128205128	94.87179487	0	0	6	111	0
ebre	0	100	0	0	0	190	0	0
ebri	0	0	100	0	0	0	3	0
ebur	0	0	100	0	0	0	4	0
ecat	0	100	0	0	0	5	0	0
ecce	1.668302257	90.48086359	7.850834151	0	17	922	80	0
ecch	0	0	100	0	0	0	4	0
ecci	1.960784314	84.96732026	11.11111111	1.960784314	3	130	17	3
eccl	0	32	68	0	0	16	34	0
ecco	0	12.74509804	87.25490196	0	0	26	178	0
echa	0	100	0	0	0	6	0	0
eche	14.28571429	66.66666667	19.04761905	0	3	14	4	0
echi	0	0	100	0	0	0	1	0
ecla	0	100	0	0	0	9	0	0
ecle	0	28	72	0	0	7	18	0
ecli	0	100	0	0	0	14	0	0
ecog	0	81.81818182	18.18181818	0	0	9	2	0
ecol	0	48.0620155	51.9379845	0	0	62	67	0
econ	0.333611343	35.11259383	64.55379483	0	4	421	774	0
ecos	0	100	0	0	0	9	0	0
ecot	0	0	100	0	0	0	1	0
ecto	0	100	0	0	0	1	0	0
ecua	0	0	100	0	0	0	3	0
ecub	0	100	0	0	0	1	0	0
ecum	0	0	100	0	0	0	9	0
ecze	0	100	0	0	0	2	0	0
edag	0	0	100	0	0	0	1	0
edem	0	100	0	0	0	6	0	0
eder	0	0	100	0	0	0	26	0
edga	0	100	0	0	0	1	0	0
edic	0	6.52173913	93.47826087	0	0	3	43	0
edif	1.041666667	95.83333333	3.125	0	2	184	6	0
edil	2.040816327	97.95918367	0	0	3	144	0	0
edim	0	100	0	0	0	13	0	0
edip	0	87.5	12.5	0	0	21	3	0
edis	0	0	100	0	0	0	15	0
edit	0	89.5140665	10.4859335	0	0	350	41	0
ediz	0	100	0	0	0	324	0	0
edmo	0	100	0	0	0	11	0	0
edoa	0	100	0	0	0	53	0	0
edon	0	69.23076923	30.76923077	0	0	9	4	0
edot	0	100	0	0	0	3	0	0
educ	0	99.68944099	0.310559006	0	0	321	1	0
edul	0	100	0	0	0	3	0	0
edur	0	100	0	0	0	2	0	0
edwi	0	100	0	0	0	2	0	0
efeb	0	0	100	0	0	0	2	0
efed	0	100	0	0	0	2	0	0
efes	0	0	100	0	0	0	1	0
effe	0.219941349	99.26686217	0.513196481	0	3	1354	7	0
effi	0	92.56594724	7.434052758	0	0	386	31	0
effl	0	100	0	0	0	2	0	0
effo	0	0	100	0	0	0	1	0
effr	0	100	0	0	0	5	0	0
effu	8.333333333	91.66666667	0	0	1	11	0	0
efis	0	100	0	0	0	1	0	0
egem	0	77.27272727	22.72727273	0	0	17	5	0
eger	0	100	0	0	0	1	0	0
egid	0	62.5	37.5	0	0	25	15	0
egis	0	100	0	0	0	8	0	0
egit	0	95.23809524	4.761904762	0	0	40	2	0
egiz	0	100	0	0	0	49	0	0
egli	0	100	0	0	0	141	0	0
egoc	0	37.5	62.5	0	0	3	5	0
egoi	0	89.47368421	10.52631579	0	0	51	6	0
egor	0	100	0	0	0	3	0	0
egot	0	100	0	0	0	2	0	0
egre	0	100	0	0	0	19	0	0
egua	6.944444444	90.27777778	2.777777778	0	5	65	2	0
eiac	0	100	0	0	0	3	0	0
eina	0	100	0	0	0	37	0	0
ekat	0	100	0	0	0	1	0	0
elab	1.104972376	91.16022099	4.972375691	2.762430939	2	165	9	5
elar	3.03030303	93.93939394	3.03030303	0	1	31	1	0
elas	25.3968254	7.936507937	66.66666667	0	16	5	42	0
elda	0	100	0	0	0	1	0	0
eldo	0	100	0	0	0	1	0	0
ele'	0	100	0	0	0	1	0	0
elec	14.28571429	85.71428571	0	0	2	12	0	0
elef	0	94.91525424	5.084745763	0	0	56	3	0
eleg	0.511945392	92.32081911	7.167235495	0	3	541	42	0
elei	0	0	100	0	0	0	2	0
elek	0	100	0	0	0	4	0	0
elem	0.169491525	95.42372881	4.406779661	0	1	563	26	0
elen	0.651465798	74.59283388	24.75570033	0	2	229	76	0
eleo	0	100	0	0	0	26	0	0
elet	2.784810127	67.76371308	29.45147679	0	33	803	349	0
eleu	0	100	0	0	0	1	0	0
elev	0.507614213	98.98477157	0.507614213	0	1	195	1	0
elez	0	100	0	0	0	524	0	0
elga	0	100	0	0	0	1	0	0
elgr	0	100	0	0	0	2	0	0
elia	0	88.88888889	11.11111111	0	0	8	1	0
elic	0	1.785714286	98.21428571	0	0	2	110	0
elid	0	100	0	0	0	1	0	0
elig	0	100	0	0	0	1	0	0
elim	1.111111111	91.11111111	5.833333333	1.944444444	4	328	21	7
elio	0	80	20	0	0	16	4	0
elip	0	100	0	0	0	2	0	0
elis	1.935483871	98.06451613	0	0	3	152	0	0
elit	0	100	0	0	0	7	0	0
eliz	0	100	0	0	0	4	0	0
ella	0	0	100	0	0	0	1	0
elle	0	17.64705882	82.35294118	0	0	3	14	0
elli	0	33.33333333	66.66666667	0	0	1	2	0
elme	11.11111111	88.88888889	0	0	1	8	0	0
elod	0	100	0	0	0	1	0	0
elog	0	100	0	0	0	44	0	0
eloi	0	100	0	0	0	1	0	0
eloq	0	100	0	0	0	23	0	0
elpi	0	100	0	0	0	4	0	0
else	0	100	0	0	0	1	0	0
eluc	0	100	0	0	0	4	0	0
elud	0	50	50	0	0	6	6	0
elus	0	100	0	0	0	8	0	0
elve	0	0	100	0	0	0	21	0
elvi	0	100	0	0	0	26	0	0
elze	0	100	0	0	0	1	0	0
emac	0	100	0	0	0	2	0	0
eman	1.181102362	91.33858268	7.480314961	0	3	232	19	0
emar	0	100	0	0	0	72	0	0
emat	0	56.25	43.75	0	0	9	7	0
emba	0	100	0	0	0	41	0	0
embl	0	54.71698113	45.28301887	0	0	29	24	0
embo	0	100	0	0	0	1	0	0
embr	0	100	0	0	0	16	0	0
emen	0	95.52238806	4.47761194	0	0	64	3	0
emer	1.094890511	83.21167883	15.69343066	0	6	456	86	0
emes	0	100	0	0	0	1	0	0
emet	1.960784314	77.77777778	20.26143791	0	3	119	31	0
emic	0	96.2962963	3.703703704	0	0	26	1	0
emid	0	100	0	0	0	4	0	0
emig	1.904761905	92.38095238	5.714285714	0	2	97	6	0
emil	0	100	0	0	0	246	0	0
emin	0	100	0	0	0	26	0	0
emir	0	100	0	0	0	10	0	0
emis	0	100	0	0	0	95	0	0
emit	0	100	0	0	0	84	0	0
emiv	0	100	0	0	0	2	0	0
emmo	0	0	100	0	0	0	1	0
emod	0	92.85714286	7.142857143	0	0	13	1	0
emof	0	0	100	0	0	0	4	0
emog	0	0	100	0	0	0	1	0
emol	0	83.33333333	16.66666667	0	0	5	1	0
emor	0	76.92307692	23.07692308	0	0	10	3	0
emot	8.43373494	91.56626506	0	0	7	76	0	0
emoz	0.33557047	99.32885906	0.33557047	0	1	296	1	0
empe	0	0	100	0	0	0	3	0
empi	7.407407407	42.59259259	50	0	4	23	27	0
empo	0	38.46153846	61.53846154	0	0	5	8	0
emul	3.125	59.375	37.5	0	1	19	12	0
emun	0	100	0	0	0	1	0	0
enar	0	100	0	0	0	1	0	0
ence	0	62.5	37.5	0	0	5	3	0
enci	0	66.66666667	33.33333333	0	0	30	15	0
encl	0	100	0	0	0	5	0	0
enco	0	0	100	0	0	0	3	0
ende	0	28.57142857	71.42857143	0	0	2	5	0
endo	0	54.54545455	45.45454545	0	0	12	10	0
endr	0	100	0	0	0	1	0	0
endu	0	100	0	0	0	1	0	0
enek	0	100	0	0	0	1	0	0
ener	0	78.00453515	21.99546485	0	0	344	97	0
enfa	0	45	55	0	0	27	33	0
enfi	33.33333333	66.66666667	0	0	1	2	0	0
enig	0	42.85714286	57.14285714	0	0	24	32	0
enne	0	0	100	0	0	0	153	0
enni	0	100	0	0	0	14	0	0
enol	0	40	60	0	0	4	6	0
enor	1.056338028	98.94366197	0	0	3	281	0	0
enot	0	81.81818182	18.18181818	0	0	9	2	0
enri	0	100	0	0	0	213	0	0
ente	0	100	0	0	0	3	0	0
enti	100	0	0	0	64	0	0	0
ento	0	37.5	62.5	0	0	3	5	0
entr	4.027664768	90.96826688	5.004068348	0	99	2236	123	0
entu	0.655737705	95.73770492	3.606557377	0	2	292	11	0
enuc	0	0	100	0	0	0	2	0
enum	0	83.33333333	16.66666667	0	0	5	1	0
enun	0	95	5	0	0	19	1	0
enur	0	100	0	0	0	3	0	0
envi	0	100	0	0	0	5	0	0
enzi	0	81.25	18.75	0	0	13	3	0
eoli	0	85.71428571	14.28571429	0	0	6	1	0
epar	0	100	0	0	0	1	0	0
epat	0	55.88235294	44.11764706	0	0	19	15	0
epic	0	40.90909091	59.09090909	0	0	9	13	0
epid	0	45	55	0	0	27	33	0
epif	0	81.25	18.75	0	0	13	3	0
epig	0	33.33333333	66.66666667	0	0	4	8	0
epil	0	8.823529412	91.17647059	0	0	3	31	0
epin	0	100	0	0	0	1	0	0
epis	0.293255132	96.18768328	3.519061584	0	1	328	12	0
epit	0	53.84615385	46.15384615	0	0	7	6	0
epoc	0	1.160092807	98.83990719	0	0	5	426	0
epom	0	100	0	0	0	2	0	0
epon	0	0	100	0	0	0	1	0
epop	0	100	0	0	0	8	0	0
epos	0	0	100	0	0	0	2	0
eppo	0	100	0	0	0	26	0	0
eppu	1.801801802	98.1981982	0	0	8	436	0	0
epso	0	100	0	0	0	2	0	0
epur	6.25	93.75	0	0	1	15	0	0
equa	7.317073171	90.24390244	2.43902439	0	3	37	1	0
eque	0	100	0	0	0	9	0	0
equi	2.75862069	83.96551724	13.27586207	0	16	487	77	0
erac	0	0	100	0	0	0	2	0
eral	0	100	0	0	0	1	0	0
eran	0	100	0	0	0	16	0	0
erar	0	100	0	0	0	16	0	0
eras	0	100	0	0	0	16	0	0
erat	0	50	50	0	0	2	2	0
erba	0	73.68421053	26.31578947	0	0	14	5	0
erbe	0	100	0	0	0	7	0	0
erbi	0	25	75	0	0	1	3	0
erbo	0	100	0	0	0	13	0	0
erco	0	55	45	0	0	22	18	0
ereb	0	0	100	0	0	0	1	0
erec	0	100	0	0	0	3	0	0
ered	22.2972973	75.67567568	2.027027027	0	66	224	6	0
erem	0	50	50	0	0	9	9	0
eres	0	100	0	0	0	3	0	0
eret	0	76	24	0	0	19	6	0
erez	0	100	0	0	0	7	0	0
erga	0	21.27659574	78.72340426	0	0	10	37	0
erge	0	22.22222222	77.77777778	0	0	2	7	0
ergo	0	100	0	0	0	1	0	0
eric	0	0	100	0	0	0	6	0
erid	0	100	0	0	0	2	0	0
erig	0	75.75757576	24.24242424	0	0	25	8	0
erik	0	0	100	0	0	0	8	0
erin	0	100	0	0	0	2	0	0
erit	0	100	0	0	0	8	0	0
erma	0	100	0	0	0	15	0	0
erme	2.631578947	60.52631579	36.84210526	0	1	23	14	0
ermi	0	100	0	0	0	2	0	0
erne	0	100	0	0	0	67	0	0
erni	0	100	0	0	0	11	0	0
erod	0	20	80	0	0	3	12	0
erog	0	94.23076923	3.846153846	1.923076923	0	49	2	1
eroi	0	70.98765432	29.01234568	0	0	115	47	0
erom	0	100	0	0	0	1	0	0
eros	0	100	0	0	0	8	0	0
erot	0	30.21582734	69.78417266	0	0	42	97	0
erra	0	89.74358974	10.25641026	0	0	35	4	0
erri	0	100	0	0	0	1	0	0
erro	0	100	0	0	0	404	0	0
ersi	0	100	0	0	0	3	0	0
erud	0	100	0	0	0	12	0	0
erup	0	100	0	0	0	1	0	0
erut	0	100	0	0	0	7	0	0
eruz	0	100	0	0	0	28	0	0
erzi	0	100	0	0	0	1	0	0
esac	0	100	0	0	0	3	0	0
esag	0	86.30136986	8.904109589	4.794520548	0	126	13	7
esal	1.704545455	89.20454545	9.090909091	0	3	157	16	0
esam	1.848428835	94.82439926	2.772643253	0.554528651	10	513	15	3
esan	0	69.23076923	30.76923077	0	0	9	4	0
esas	1.136363636	93.18181818	5.681818182	0	1	82	5	0
esat	0	100	0	0	0	348	0	0
esau	1.793721973	96.86098655	1.34529148	0	4	216	3	0
esbo	0	100	0	0	0	6	0	0
esca	0	76.47058824	23.52941176	0	0	13	4	0
esch	0	66.66666667	33.33333333	0	0	2	1	0
esci	0	100	0	0	0	2	0	0
escl	9.821428571	81.36160714	8.816964286	0	88	729	79	0
esco	10.63829787	87.23404255	0	2.127659574	5	41	0	1
escr	0	100	0	0	0	14	0	0
escu	0	97.61904762	2.380952381	0	0	41	1	0
esec	0	98.86363636	1.136363636	0	0	261	3	0
esed	0	100	0	0	0	9	0	0
eseg	3.80952381	90.47619048	5.714285714	0	12	285	18	0
esem	0.081499593	99.83700081	0.081499593	0	2	2450	2	0
esen	1.886792453	98.11320755	0	0	1	52	0	0
eseq	0	100	0	0	0	5	0	0
eser	0.661157025	58.18181818	39.00826446	2.148760331	4	352	236	13
esfo	0	100	0	0	0	1	0	0
esib	3.629032258	84.27419355	12.09677419	0	9	209	30	0
esig	1.408450704	92.11267606	6.478873239	0	5	327	23	0
esil	0.840336134	68.06722689	31.09243697	0	1	81	37	0
esim	0	83.33333333	16.66666667	0	0	5	1	0
esin	0	100	0	0	0	2	0	0
esio	0	0	100	0	0	0	1	0
esis	0.466562986	73.4059098	26.12752722	0	6	944	336	0
esit	3.666666667	45	51.33333333	0	11	135	154	0
esiz	0	100	0	0	0	1	0	0
eski	0	0	100	0	0	0	8	0
esma	100	0	0	0	1	0	0	0
esob	0	0	100	0	0	0	1	0
esoc	0	0	100	0	0	0	1	0
esod	0	0	100	0	0	0	23	0
esof	0	100	0	0	0	1	0	0
esog	0	0	100	0	0	0	2	0
eson	0	65.38461538	34.61538462	0	0	17	9	0
esop	0	100	0	0	0	2	0	0
esor	5.574912892	90.94076655	3.484320557	0	16	261	10	0
esos	33.33333333	66.66666667	0	0	1	2	0	0
esot	0	15.87301587	84.12698413	0	0	10	53	0
espa	0	94.54545455	5.454545455	0	0	104	6	0
espe	0	99.3584603	0.641539695	0	0	1239	8	0
espi	1.886792453	86.79245283	11.32075472	0	1	46	6	0
espl	0.625	78.75	20.625	0	4	504	132	0
espo	0.494437577	94.19035847	5.315203956	0	4	762	43	0
espr	0.784313725	79.90196078	19.31372549	0	8	815	197	0
espu	0	100	0	0	0	64	0	0
esqu	0	100	0	0	0	6	0	0
essa	0	100	0	0	0	6	0	0
esse	0.018676316	66.23788958	33.68273608	0.060698027	8	28373	14428	26
essi	0	93.5483871	6.451612903	0	0	29	2	0
esta	0.16722408	94.14715719	5.685618729	0	1	563	34	0
este	0.229357798	51.52905199	48.24159021	0	3	674	631	0
esti	0	94.63601533	5.363984674	0	0	247	14	0
esto	0	81.48148148	18.51851852	0	0	66	15	0
estr	5.580865604	78.13211845	16.28701595	0	49	686	143	0
estu	0	100	0	0	0	1	0	0
esub	0	84.09090909	15.90909091	0	0	37	7	0
esul	0	52.83018868	47.16981132	0	0	28	25	0
esum	0	66.66666667	33.33333333	0	0	2	1	0
eter	12.65306122	64.89795918	22.44897959	0	31	159	55	0
etic	1.19047619	46.03174603	52.77777778	0	3	116	133	0
etil	0	20	80	0	0	1	4	0
etim	0	75	25	0	0	3	1	0
etio	0	40	60	0	0	4	6	0
etis	0	100	0	0	0	1	0	0
etne	0	100	0	0	0	5	0	0
etni	0	26.47058824	73.52941176	0	0	18	50	0
etno	0	57.14285714	42.85714286	0	0	4	3	0
etol	0	34.61538462	65.38461538	0	0	9	17	0
etre	0	100	0	0	0	1	0	0
etru	0	97.22222222	2.777777778	0	0	35	1	0
etta	0	0	100	0	0	0	35	0
etto	0	0	100	0	0	0	41	0
euca	0	42.85714286	57.14285714	0	0	3	4	0
eucl	0	100	0	0	0	3	0	0
eufe	0	100	0	0	0	9	0	0
eufo	0	74.41860465	25.58139535	0	0	32	11	0
eufr	0	100	0	0	0	1	0	0
euge	0	100	0	0	0	39	0	0
eugu	0	100	0	0	0	1	0	0
eume	0	0	100	0	0	0	2	0
eunu	0	100	0	0	0	1	0	0
eupo	0	100	0	0	0	6	0	0
eura	0	100	0	0	0	1	0	0
eurc	0	100	0	0	0	1	0	0
eure	0	0	100	0	0	0	3	0
euri	0	82.75862069	17.24137931	0	0	24	5	0
euro	0.121359223	99.51456311	0.36407767	0	2	1640	6	0
eusa	0	100	0	0	0	1	0	0
euse	0	100	0	0	0	8	0	0
eust	0	100	0	0	0	1	0	0
euta	0	100	0	0	0	14	0	0
euti	0	100	0	0	0	1	0	0
eutr	0	100	0	0	0	3	0	0
evac	0	100	0	0	0	29	0	0
evad	0	62.16216216	37.83783784	0	0	23	14	0
evan	0	67.85714286	32.14285714	0	0	38	18	0
evap	3.125	84.375	9.375	3.125	1	27	3	1
evas	1.162790698	98.8372093	0	0	1	85	0	0
evel	0	100	0	0	0	6	0	0
even	5.882352941	94.11764706	0	0	34	544	0	0
ever	0	70.58823529	29.41176471	0	0	24	10	0
evid	0.189035917	97.731569	2.079395085	0	1	517	11	0
evin	0	66.66666667	33.33333333	0	0	2	1	0
evir	25	75	0	0	1	3	0	0
evit	1.317523057	90.38208169	6.719367589	1.581027668	10	686	51	12
evoc	1.063829787	74.46808511	19.14893617	5.319148936	1	70	18	5
evol	0	89.91935484	10.08064516	0	0	223	25	0
evvi	0	100	0	0	0	20	0	0
excl	0	100	0	0	0	1	0	0
extr	1.176470588	88.82352941	10	0	2	151	17	0
ezec	0	100	0	0	0	6	0	0
fabb	0.787401575	52.49343832	45.66929134	1.049868766	3	200	174	4
fabe	0	100	0	0	0	3	0	0
fabi	0	96.12403101	3.875968992	0	0	124	5	0
fabr	0	100	0	0	0	86	0	0
fabu	0	0	100	0	0	0	6	0
facc	0	100	0	0	0	774	0	0
face	0	100	0	0	0	5	0	0
fach	0	100	0	0	0	9	0	0
faci	6.335797254	25.7655755	67.47624076	0.422386484	60	244	639	4
faco	80.74074074	19.25925926	0	0	109	26	0	0
