ending	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S7_%PAPULT_Tk	S8_%PULT_Tk	S8_%APULT_Tk	S9_%PULT_Tk	S10_%PULT_Tk	S10_%APULT_Tk	S11_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S7_nPAPULT_Tk	S8_nPULT_Tk	S8_nAPULT_Tk	S9_nPULT_Tk	S10_nPULT_Tk	S10_nAPULT_Tk	S11_nPULT_Tk
ila	0	100	0	48.9711934156379	51.0288065843621	0	92.3664122137405	7.63358778625954	0	98.8505747126437	1.14942528735632	0	100	0	0	100	0	0	100	0	100	NA	NA	100	0	1380	0	119	124	0	363	30	0	86	1	0	49	0	0	7	0	0	5	0	3	NA	NA	1
ile	0	100	0.0295945546019532	45.1908848771826	54.7795205682154	0	13.7222222222222	86.2777777777778	0	0.532132623823168	99.4678673761768	0	0.297619047619048	99.7023809523809	0	0	100	0	NA	NA	NA	NA	NA	NA	0	460	1	1527	1851	0	494	3106	0	13	2430	0	4	1340	0	0	137	0	NA	NA	NA	NA	NA	NA
ili	0	100	0	28.7388008270159	71.2611991729841	0	15.6424581005587	84.3575418994413	0	0.869565217391304	99.1304347826087	0	0	100	0	0	100	0	0	100	NA	NA	NA	NA	0	202	0	417	1034	0	168	906	0	9	1026	0	0	517	0	0	70	0	0	3	NA	NA	NA	NA
ilo	0	100	0	85.3260869565217	14.6739130434783	0	10	90	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	313	0	157	27	0	2	18	0	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ima	0	100	0	3.27868852459016	96.7213114754098	0	7.27272727272727	92.7272727272727	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	0	7175	0	74	2183	0	32	408	0	0	103	0	0	15	0	0	9	0	NA	NA	NA	NA	NA	NA
ime	0	100	0.315457413249211	27.9968454258675	71.6876971608833	0	5.29100529100529	94.7089947089947	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	453	4	355	909	0	10	179	0	0	19	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
imi	0	100	0	4.29497568881686	95.7050243111831	0	0	100	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	0	763	0	53	1181	0	0	194	0	0	80	0	0	2	0	0	2	0	NA	NA	NA	NA	NA	NA
imo	0	100	0	0.159489633173844	99.8405103668262	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	NA	NA	NA	NA	0	2242	0	5	3130	0	0	763	0	0	298	0	0	85	0	0	11	0	0	2	NA	NA	NA	NA
ina	0	100	0	79.7765574701761	20.2234425298239	0	94.4634053849071	5.53659461509291	0	82.7067669172932	17.2932330827068	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	383	0	4213	1068	0	2491	146	0	110	23	0	16	0	0	2	0	0	NA	NA	NA	NA	NA	NA
ine	0	100	0.226415094339623	45.7610062893082	54.0125786163522	0	38.3739837398374	61.6260162601626	0	8.54545454545454	91.4545454545455	0	18.9189189189189	81.0810810810811	0	75	25	0	NA	NA	NA	NA	NA	NA	0	2369	9	1819	2147	0	708	1137	0	47	503	0	7	30	0	3	1	0	NA	NA	NA	NA	NA	NA
ini	0	100	0.390770375883885	62.1883141049498	37.4209155191664	0	75.46565774156	24.53434225844	0	48.2658959537572	51.7341040462428	0	60	40	0	100	0	0	NA	NA	NA	NA	NA	NA	0	428	21	3342	2011	0	2593	843	0	167	179	0	24	16	0	1	0	0	NA	NA	NA	NA	NA	NA
ino	0	100	0	93.4288763531026	6.57112364689739	0	90.3765690376569	8.48774656306037	1.13568439928273	69.1542288557214	13.4328358208955	17.4129353233831	66.6666666666667	16.6666666666667	16.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4853	0	6128	431	0	3024	284	38	139	27	35	8	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
inu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ipa	0	100	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	2	0	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ipe	0	100	0	1.61290322580645	98.3870967741936	0	8.33333333333333	91.6666666666667	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	5	305	0	1	11	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ipi	0	100	0	74.8148148148148	25.1851851851852	0	14.6341463414634	85.3658536585366	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	131	0	101	34	0	6	35	0	0	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ipo	0	100	0	75.8620689655172	24.1379310344828	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	759	0	22	7	0	0	139	0	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ira	0	100	0	80	20	0	75	25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	470	0	196	49	0	6	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ire	0	100	0	99.7932719413644	0.206728058635595	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2854	0	5310	11	0	2719	0	0	790	0	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
iri	0	100	0	83.5164835164835	16.4835164835165	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	148	0	76	15	0	11	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iro	0	100	0	75.6830601092896	24.3169398907104	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1343	0	277	89	0	26	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iru	NA	NA	NA	NA	NA	100	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
isa	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	104	0	639	0	0	117	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ise	0	100	0.81799591002045	99.1820040899795	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	216	4	485	0	0	48	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
isi	0	100	0	92.156862745098	7.84313725490196	0	26.5536723163842	72.0338983050847	1.41242937853107	0	89.7435897435898	10.2564102564103	0	100	0	0	66.6666666666667	33.3333333333333	0	100	NA	NA	NA	NA	0	788	0	611	52	0	94	255	5	0	35	4	0	21	0	0	2	1	0	1	NA	NA	NA	NA
iso	0	100	0	99.9192245557351	0.0807754442649435	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	395	0	2474	2	0	466	0	0	135	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
isu	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ita	0	100	0	63.3082416521907	36.6917583478093	0	79.6548117154812	20.3451882845188	0	91.2017167381974	8.79828326180258	0	66.6666666666667	33.3333333333333	0	91.6666666666667	8.33333333333333	0	NA	NA	NA	NA	NA	NA	0	3324	0	3280	1901	0	1523	389	0	425	41	0	6	3	0	11	1	0	NA	NA	NA	NA	NA	NA
ite	0	100	0.18018018018018	65.045045045045	34.7747747747748	0	79.8309178743961	20.1690821256039	0	87.0813397129187	12.9186602870813	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	252	4	1444	772	0	661	167	0	182	27	0	21	0	0	1	0	0	NA	NA	NA	NA	NA	NA
iti	0	100	0	75.4054608909875	24.5945391090125	0	73.9520958083832	26.0479041916168	0	97.7564102564102	2.24358974358974	0	66.6666666666667	33.3333333333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	190	0	3673	1198	0	988	348	0	305	7	0	8	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ito	0	100	0	63.0246865508917	36.9753134491083	0	74.9435665914221	25.0564334085779	0	96.1156278229449	3.8843721770551	0	65.2173913043478	34.7826086956522	0	100	0	0	NA	NA	NA	NA	NA	NA	0	462	0	8093	4748	0	4316	1443	0	1064	43	0	15	8	0	1	0	0	NA	NA	NA	NA	NA	NA
iva	0	100	0	99.1166077738516	0.88339222614841	0	100	0	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	459	0	2244	20	0	1978	0	0	1260	0	0	200	0	0	8	0	0	NA	NA	NA	NA	NA	NA
ive	0	100	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	700	0	285	0	0	740	0	0	539	0	0	124	0	0	2	0	0	NA	NA	NA	NA	NA	NA
ivi	0	100	0	100	0	0	100	0	0	99.7596153846154	0.240384615384615	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	192	0	666	0	0	990	0	0	415	1	0	156	0	0	4	0	0	NA	NA	NA	NA	NA	NA
ivo	0	100	0	100	0	0	99.9077065066913	0.0922934933087217	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	396	0	1404	0	0	2165	2	0	837	0	0	260	0	0	9	0	0	NA	NA	NA	NA	NA	NA
ixo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iza	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ize	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
izi	0	100	0	100	0	0	100	0	0	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	0	630	0	0	133	0	0	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
oba	0	100	0	75	25	0	94.1176470588235	5.88235294117647	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	92	0	3	1	0	32	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
obe	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
obi	0	100	0	0	100	0	75	25	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	0	8	0	9	3	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
obo	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	0	3	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oca	0.742574257425743	99.2574257425743	0	5.36332179930796	94.636678200692	0	1.78571428571429	98.2142857142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	401	0	31	547	0	1	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oce	0	100	0	100	0	0	99.3288590604027	0.671140939597315	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1015	0	239	0	0	148	1	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oci	0	100	0	71.6981132075472	28.3018867924528	0	3.87096774193548	96.1290322580645	0	0.884955752212389	99.1150442477876	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	0	390	0	114	45	0	6	149	0	1	112	0	0	15	0	0	2	0	NA	NA	NA	NA	NA	NA
oco	0	100	0	29.5454545454545	70.4545454545455	0	47.0149253731343	52.9850746268657	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3520	0	26	62	0	63	71	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oda	0	100	0	37.8787878787879	62.1212121212121	0	77.7777777777778	22.2222222222222	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	605	0	25	41	0	7	2	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ode	0	100	0	80.9523809523809	19.047619047619	0	33.3333333333333	66.6666666666667	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	145	0	68	16	0	1	2	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
odi	0	100	0	32.3383084577114	67.6616915422886	0	57.345971563981	42.654028436019	0	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	372	0	65	136	0	121	90	0	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
odo	0	100	0	4.88599348534202	95.114006514658	0	1.74880763116057	98.2511923688394	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2446	0	15	292	0	11	618	0	0	4	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ofa	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ofe	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0	0	34	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ofi	0	100	0	100	0	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	17	0	0	0	44	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ofo	NA	NA	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0	0	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ofu	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oga	0	100	0	9.61538461538462	90.3846153846154	0	23.2704402515723	76.7295597484277	0	0	100	0	NA	NA	NA	NA	NA	NA	0	100	NA	NA	NA	NA	0	320	0	5	47	0	37	122	0	0	13	0	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA
oge	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ogi	0	100	0	70	30	0	23.8636363636364	76.1363636363636	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	0	3	0	14	6	0	42	134	0	0	48	0	0	6	0	0	2	0	NA	NA	NA	NA	NA	NA
ogo	0	100	0	0.704225352112676	99.2957746478873	0	15.473441108545	84.526558891455	0	0	100	0	0	100	0	0	100	0	0	100	NA	NA	NA	NA	0	594	0	1	141	0	67	366	0	0	108	0	0	14	0	0	2	0	0	1	NA	NA	NA	NA
ogu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oja	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ojo	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oka	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oke	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oko	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ola	0	100	0	32.3554542865281	67.6445457134719	0	13.9973082099596	86.0026917900404	0	2.63157894736842	97.3684210526316	0	3.44827586206897	96.551724137931	0	0	100	0	NA	NA	NA	NA	NA	NA	0	1858	0	1136	2375	0	104	639	0	5	185	0	1	28	0	0	2	0	NA	NA	NA	NA	NA	NA
ole	0.10230179028133	99.8976982097187	0	40.8786610878661	59.1213389121339	0	5.08259212198221	94.9174078780178	0	7.77027027027027	92.2297297297297	0	0	98.8372093023256	1.16279069767442	0	100	0	NA	NA	NA	NA	NA	NA	2	1953	0	977	1413	0	40	747	0	46	546	0	0	85	1	0	2	0	NA	NA	NA	NA	NA	NA
oli	0	100	0	9.9236641221374	90.0763358778626	0	10.6119287374129	89.3880712625871	0	24.2647058823529	75.7352941176471	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	0	555	0	299	2714	0	137	1154	0	165	515	0	0	144	0	0	2	0	NA	NA	NA	NA	NA	NA
olo	0	100	0	4.95439469320066	95.0456053067993	0	8.48896434634974	91.5110356536503	0	10.4868913857678	89.5131086142322	0	1.66666666666667	98.3333333333333	0	33.3333333333333	66.6666666666667	0	NA	NA	NA	NA	NA	NA	0	6466	0	239	4585	0	200	2156	0	28	239	0	1	59	0	1	2	0	NA	NA	NA	NA	NA	NA
oma	0	100	0	73.6842105263158	26.3157894736842	0	54.9295774647887	45.0704225352113	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1754	0	84	30	0	39	32	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ome	0	100	2.72373540856031	80.1556420233463	17.1206225680934	0	54.5454545454545	45.4545454545455	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14961	7	206	44	0	18	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
omi	0	100	0	45.5882352941176	54.4117647058823	0	15.3465346534653	84.6534653465346	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	0	305	0	93	111	0	31	171	0	0	50	0	0	10	0	0	1	0	NA	NA	NA	NA	NA	NA
omo	0	100	0	13.6094674556213	86.3905325443787	0	42.4242424242424	57.5757575757576	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2208	0	23	146	0	70	95	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ona	0	100	0	99.6671105193076	0.33288948069241	0	90.6091370558376	9.39086294416244	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1390	0	1497	5	0	357	37	0	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
one	0	100	0	99.0305807702476	0.969419229752357	0	99.3729665779355	0.627033422064478	0	99.4851657940663	0.514834205933682	0	99.5799299883314	0.420070011668611	0	99.0123456790123	0.987654320987654	0	100	0	100	NA	NA	NA	0	510	0	11237	110	0	16799	106	0	11401	59	0	4267	18	0	401	4	0	55	0	17	NA	NA	NA
oni	0	100	0	99.1592030707366	0.840796929263389	0	98.8562766983602	1.1437233016398	0	99.7435897435898	0.256410256410256	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	528	0	5425	46	0	7174	83	0	3501	9	0	1138	0	0	44	0	0	33	0	NA	NA	NA	NA
ono	0	100	0	2.49503827615537	97.5049617238446	0	2.44601145879242	97.5539885412076	0	0.654664484451719	96.481178396072	2.86415711947627	0	98.4076433121019	1.59235668789809	0	100	0	NA	NA	NA	NA	NA	NA	0	23453	0	176	6878	0	111	4427	0	8	1179	35	0	309	5	0	12	0	NA	NA	NA	NA	NA	NA
onu	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opa	0	100	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	0	9	0	703	0	0	4	0	0	6	0	0	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA
ope	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	13	0	0	18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opi	0	100	0	0	100	0	14.2857142857143	85.7142857142857	0	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80	0	0	7	0	3	18	0	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
opo	0	100	0	39.1304347826087	60.8695652173913	0	10	90	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5692	0	9	14	0	2	18	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ora	0	100	0	98.2456140350877	1.75438596491228	0	50	50	0	90.9090909090909	9.09090909090909	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3673	0	7280	130	0	71	71	0	30	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ore	0	100	0	97.8444444444444	2.15555555555556	0	99.6099128040385	0.39008719596145	0	100	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	2272	0	8806	194	0	4341	17	0	2222	0	0	516	0	0	37	0	0	6	0	NA	NA	NA	NA
ori	0	100	0	99.5891536565325	0.410846343467543	0	98.9399293286219	1.06007067137809	0	100	0	0	99.8509687034277	0.14903129657228	0	100	0	0	100	0	NA	NA	NA	NA	0	2224	0	3636	15	0	3360	36	0	1999	0	0	670	1	0	23	0	0	7	0	NA	NA	NA	NA
oro	0	100	0	99.1228070175439	0.87719298245614	0	47.6190476190476	52.3809523809524	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5645	0	2486	22	0	80	88	0	74	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
osa	0	100	0	100	0	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4274	0	2011	0	0	1110	0	0	223	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ose	0	100	0	100	0	0	99.6753246753247	0.324675324675325	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1480	0	722	0	0	614	2	0	111	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
osi	0	100	0	88.0681818181818	11.9318181818182	0	63.3525061626952	36.6474938373048	0	24.4117647058824	75.5882352941177	0	8	92	0	16.6666666666667	83.3333333333333	0	NA	NA	NA	NA	NA	NA	0	200	0	930	126	0	771	446	0	166	514	0	12	138	0	1	5	0	NA	NA	NA	NA	NA	NA
oso	0	100	0	100	0	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	1384	0	0	1424	0	0	310	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ota	0	100	0	95.221843003413	4.77815699658703	0	77.0833333333333	22.9166666666667	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	757	0	279	14	0	37	11	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ote	0	100	0	100	0	2.98507462686567	94.0298507462687	2.98507462686567	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	405	0	165	0	4	126	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
