ending	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S7_%PAPULT_Tk	S8_%PULT_Tk	S8_%APULT_Tk	S9_%PULT_Tk	S10_%PULT_Tk	S10_%APULT_Tk	S11_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S7_nPAPULT_Tk	S8_nPULT_Tk	S8_nAPULT_Tk	S9_nPULT_Tk	S10_nPULT_Tk	S10_nAPULT_Tk	S11_nPULT_Tk
adi	0	100	0	46.3768115942029	53.6231884057971	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	205	0	32	37	0	0	12	0	0	55	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ado	0	100	0	100	0	0	89.1304347826087	10.8695652173913	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1275	0	358	0	0	41	5	0	1	0	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
adu	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
afa	0	100	20	30	50	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	2	3	5	0	0	28	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
afe	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	NA	NA	NA	0	0	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
afi	0	100	0	84.6153846153846	15.3846153846154	0	6.97674418604651	93.0232558139535	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	22	4	0	6	80	0	0	3	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
afo	0	100	0	0	100	0	7.63888888888889	92.3611111111111	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	0	10	0	11	133	0	0	23	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
aga	0	100	0	87.5	12.5	0	90.9090909090909	9.09090909090909	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	251	0	49	7	0	10	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
age	0	100	28.5714285714286	71.4285714285714	0	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	114	2	5	0	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
agi	0	100	0	100	0	0	5.88235294117647	94.1176470588235	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	70	0	89	0	0	1	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ago	0	100	0	96.6101694915254	3.38983050847458	0	35.4838709677419	64.5161290322581	0	5.55555555555556	94.4444444444444	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	421	0	114	4	0	11	20	0	1	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aha	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aho	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aja	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aje	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ajo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aka	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ake	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aki	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ako	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ala	0	100	0	85.0299401197605	14.9700598802395	0	52.9411764705882	47.0588235294118	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	801	0	142	25	0	18	16	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ale	0	100	0	99.8148148148148	0.185185185185185	0	99.7792918146051	0.220708185394876	0	99.968681490761	0.0313185092389602	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	5778	0	7546	14	0	10398	23	0	3192	1	0	1157	0	0	58	0	0	2	0	NA	NA	NA	NA
ali	0	100	0	95.9342301943199	4.06576980568012	0	99.5201535508637	0.479846449136276	0	99.7987927565392	0.201207243460765	0	99.8477929984779	0.15220700152207	0	100	0	0	100	0	NA	NA	NA	NA	0	2418	0	3209	136	0	4148	20	0	1488	3	0	656	1	0	24	0	0	1	0	NA	NA	NA	NA
alo	0	100	0	28.804347826087	71.195652173913	0	5.40540540540541	94.5945945945946	0	33.3333333333333	66.6666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	189	0	106	262	0	2	35	0	1	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ama	0	100	0	86.9109947643979	13.0890052356021	0	97.5806451612903	2.41935483870968	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	797	0	166	25	0	121	3	0	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ame	11.9205298013245	88.0794701986755	0	100	0	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	266	0	417	0	0	32	0	0	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ami	0	100	0	80.2056555269923	19.7943444730077	0	38.4615384615385	61.5384615384615	0	0	87.5	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	132	0	312	77	0	25	40	0	0	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
amo	0	100	0	97.6389107508264	2.36108924917362	0	98.8489871086556	1.15101289134438	0	97.2222222222222	2.77777777777778	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2463	0	6203	150	0	2147	25	0	350	10	0	22	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
amu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ana	0	100	0	98.3781044095286	1.62189559047136	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	388	0	1941	32	0	2264	0	0	594	0	0	75	0	0	8	0	0	3	0	NA	NA	NA	NA
ane	0	100	0	41.1352040816327	58.8647959183673	0	98.6180904522613	1.38190954773869	0	87.8787878787879	12.1212121212121	0	88.8888888888889	11.1111111111111	0	100	0	0	NA	NA	NA	NA	NA	NA	0	463	0	645	923	0	785	11	0	145	20	0	24	3	0	2	0	0	NA	NA	NA	NA	NA	NA
ani	0	100	0	71.3125	28.6875	0	98.7591652566272	1.24083474337281	0	96.9496021220159	3.05039787798408	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	1507	0	2282	918	0	1751	22	0	731	23	0	39	0	0	5	0	0	4	0	NA	NA	NA	NA
ano	0	100	0	29.2082858483609	70.7917141516391	0	22.2258405926891	72.4660099324269	5.30814947488399	26.5583377730421	56.2067128396377	17.2349493873202	10.5769230769231	79.8076923076923	9.61538461538462	15	85	0	81.8181818181818	18.1818181818182	NA	NA	NA	NA	0	2657	0	4357	10560	0	2730	8901	652	997	2110	647	44	332	40	3	17	0	9	2	NA	NA	NA	NA
anu	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
apa	0	100	0	0	100	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	270	0	0	1	NA	NA	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ape	0	100	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	19	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
api	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	177	0	3	0	0	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
apo	0	100	0	89.2857142857143	10.7142857142857	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1074	0	25	3	0	26	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ara	0	100	0	85.6088560885609	14.3911439114391	0	98.8888888888889	1.11111111111111	0	33.3333333333333	66.6666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1118	0	696	117	0	89	1	0	1	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
are	0	100	0	98.2724515363313	1.72754846366873	0	99.9643133289716	0.0356866710283709	0	97.293424613915	2.70657538608502	0	97.1800433839479	2.81995661605206	0	100	0	0	100	0	NA	NA	NA	NA	0	5716	0	14904	262	0	16807	6	0	6111	170	0	448	13	0	23	0	0	1	0	NA	NA	NA	NA
ari	0	100	0	75.9055759055759	24.0944240944241	0	100	0	0	99.8247151621385	0.175284837861525	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	1014	0	1865	592	0	2062	0	0	1139	2	0	138	0	0	89	0	0	NA	NA	NA	NA	NA	NA
aro	0	100	0	39.3507521773555	60.6492478226445	0	95.1388888888889	4.86111111111111	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	722	0	497	766	0	137	7	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aru	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
asa	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2930	0	22	0	0	20	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ase	0	100	0	100	0	0	96.1538461538462	3.84615384615385	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1847	0	114	0	0	25	1	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
asi	0	100	0	41.2060301507538	58.7939698492462	0	2.68595041322314	97.3140495867769	0	13.0434782608696	86.9565217391304	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	0	2890	0	82	117	0	13	471	0	3	20	0	0	17	0	0	1	0	NA	NA	NA	NA	NA	NA
aso	0	100	0	88.8888888888889	11.1111111111111	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2561	0	160	20	0	31	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ata	0	100	0	99.7958745165449	0.204125483455092	0	99.8565142529175	0.133920030610293	0.00956571647216376	99.7705106138841	0.229489386115892	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	6045	0	9289	19	0	10439	14	1	3478	8	0	286	0	0	27	0	0	1	0	NA	NA	NA	NA
ate	0	100	0	98.7171398527865	1.28286014721346	0.0221141088014153	99.6682883679788	0.309597523219814	0	100	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	1772	0	4694	61	1	4507	14	0	1541	0	0	135	0	0	14	0	0	1	0	NA	NA	NA	NA
ati	0	100	0	99.8936547323644	0.10634526763559	0	99.6258962901382	0.374103709861789	0	99.8939554612937	0.106044538706257	0	100	0	0	88.8888888888889	11.1111111111111	0	100	0	NA	NA	NA	NA	0	4549	0	5636	6	0	9587	36	0	2826	3	0	312	0	0	8	1	0	1	0	NA	NA	NA	NA
ato	0	100	0	98.198629045114	1.80137095488602	0	99.99685682854	0.00314317146000314	0	100	0	0	100	0	0	100	0	0	100	0	NA	NA	NA	NA	0	13242	0	24640	452	0	31814	1	0	9283	0	0	721	0	0	25	0	0	5	0	NA	NA	NA	NA
atu	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ava	0	100	0	100	0	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1052	0	3412	0	0	2438	0	0	589	0	0	11	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ave	0	100	0	97.4358974358974	2.56410256410256	0	96	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	696	0	38	1	0	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
avi	0	100	0	98.7654320987654	1.23456790123457	0	79.4117647058823	20.5882352941176	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	574	0	80	1	0	27	7	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
avo	0	100	0	99.3366500829187	0.66334991708126	0	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	397	0	599	4	0	315	0	0	94	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
awa	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
axa	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
axi	0	100	NA	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	410	NA	NA	NA	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aya	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	5	0	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ayo	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aza	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aze	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
azi	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	182	0	9	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
azo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eba	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebe	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebi	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebo	0	100	0	88.8888888888889	11.1111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eca	0	100	0	95.1612903225807	4.83870967741935	0	96.5957446808511	3.40425531914894	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	117	0	59	3	0	227	8	0	32	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ece	0	100	0	99.9295278365046	0.0704721634954193	0	33.3333333333333	66.6666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	459	0	2836	2	0	1	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eci	0	100	0	13.3333333333333	86.6666666666667	0	5.26315789473684	94.7368421052632	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	873	0	2	13	0	1	18	0	0	4	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
eco	0	100	0	100	0	0	12.5	87.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	285	0	12	0	0	1	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eda	0	100	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	280	0	59	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ede	0	100	0	100	0	0	98.4126984126984	1.58730158730159	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1905	0	918	0	0	124	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
edi	0	100	0	99.3333333333333	0.666666666666667	0	96.078431372549	3.92156862745098	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	919	0	149	1	0	49	2	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
edo	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	0	900	0	198	0	0	15	0	0	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA
efa	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
efe	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ega	0	100	0	84.0116279069768	15.9883720930233	0	66.6666666666667	33.3333333333333	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1585	0	289	55	0	4	2	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ege	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	4	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
egi	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	55	0	0	41	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ego	0	100	0	99.5555555555556	0.444444444444444	0	33.3333333333333	66.6666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	129	0	224	1	0	1	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ejo	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eka	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eki	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eko	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ela	0	100	0	76.9662921348315	23.0337078651685	0	33.756345177665	52.2842639593909	13.9593908629442	42.2680412371134	47.4226804123711	10.3092783505155	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	250	0	548	164	0	133	206	55	41	46	10	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ele	0	100	0	97.6827094474153	2.31729055258467	0	80.4444444444444	19.5555555555556	0	73.5955056179775	26.4044943820225	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	245	0	548	13	0	362	88	0	131	47	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
eli	0	100	0	67.4509803921569	32.5490196078431	0	24.4274809160305	74.8091603053435	0.763358778625954	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	126	0	172	83	0	32	98	1	0	52	0	0	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
elo	0	100	0	22.4747474747475	77.5252525252525	0	35.7723577235772	57.7235772357724	6.50406504065041	1.76991150442478	96.4601769911504	1.76991150442478	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	633	0	89	307	0	88	142	16	2	109	2	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ema	0	100	0	78.656914893617	21.343085106383	0	100	0	0	93.5483870967742	6.45161290322581	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	531	0	2366	642	0	30	0	0	29	2	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
eme	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	198	0	2118	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
emi	0	100	0	97.3311092577148	2.66889074228524	0	28.7671232876712	71.2328767123288	0	44.1176470588235	55.8823529411765	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	421	0	1167	32	0	21	52	0	15	19	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
